Pharma Model,Num Feature,Fit,Norm Fit,Num Hydrophobic,Num HB Acceptor,Num HB Donor,Num Positive,Num Negative,Num Aromatic,Name,Class,Uniplot,Function,Disease,Idication
3ega_A_cavity_2,9,3.796,0.4218,5,1,2,1,0,0,Protein pellino homolog 2,NONE,Q9HAT8,NONE,NONE,NONE
2vcl_A_cavity_1,10,4.216,0.4216,6,2,1,1,0,0,Phycoerythrobilin synthase,NONE,Q58MU6,NONE,NONE,NONE
1hds_D_cavity_1,10,4.213,0.4213,8,0,0,0,2,0,Hemoglobin subunit alpha-1/2,NONE,P01972,NONE,NONE,NONE
1ebk_E_cavity_1,10,4.211,0.4211,5,1,2,2,0,0,Gag-Pol polyprotein,HYDROLASE/HYDROLASE INHIBITOR,POL_HV1B1,"Gag-Pol polyprotein and Gag polyprotein may regulate their own translation, by the binding genomic RNA in the 5-UTR. At low concentration, Gag-Pol and Gag would promote translation, whereas at high concentration, the polyproteins encapsidate genomic RNA ;Matrix protein p17 has two main functions: in infected cell, it targets Gag and Gag-pol polyproteins to the plasma membrane via a multipartite membrane-binding signal, that includes its myristoylated N-terminus. The second function is to plays a role in n;Capsid protein p24 forms the conical core that encapsulates the genomic RNA-nucleocapsid complex in the virion. Most core are conical, with only 7% tubular. The core is constituted by capsid protein hexamer subunits. The core is dissassembled soon after v;Nucleocapsid protein p7 encapsulates and protects viral dimeric unspliced (genomic) RNA. Binds these RNAs through its zinc fingers. Facilitates rearangement of nucleic acid secondary structure during retrotranscription of genomic RNA. This capability is r;The aspartyl protease mediates proteolytic cleavages of Gag and Gag-Pol polyproteins during or shortly after the release of the virion from the plasma membrane. Cleavages take place as an ordered, step-wise cascade to yield mature proteins. This process i;Reverse transcriptase/ribonuclease H (RT) is a multifunctional enzyme that converts the viral RNA genome into dsDNA in the cytoplasm, shortly after virus entry into the cell. This enzyme displays a DNA polymerase activity that can copy either DNA or RNA t;Integrase catalyzes viral DNA integration into the host chromosome, by performing a series of DNA cutting and joining reactions. This enzyme activity takes place after virion entry into a cell and reverse transcription of the RNA genome in dsDNA. The firs",NONE,NONE
1ohy_D_cavity_4,9,3.789,0.421,7,1,1,0,0,0,"4-aminobutyrate aminotransferase, mitochondrial",NONE,P80404,Amino acid transport and metabolism,NONE,For nutritional supplementation and for treating dietary shortage or imbalance.
1u3w_B_cavity_1,16,6.732,0.4207,7,1,4,1,3,0,Alcohol dehydrogenase 1C,NONE,P00326,Energy production and conversion,NONE,"Some evidence suggests that NADH might be useful in treating Parkinsons disease, chronic fatigue syndrome, Alzheimers disease and cardiovascular disease."
1qzw_E_cavity_3,9,3.786,0.4207,8,0,1,0,0,0,Signal recognition 54 kDa protein,NONE,Q97ZE7,NONE,NONE,NONE
1na6_A_cavity_2,10,4.204,0.4204,8,0,2,0,0,0,Type-2 restriction enzyme EcoRII,NONE,P14633,NONE,NONE,NONE
3c6g_B_cavity_2,10,4.204,0.4204,8,1,1,0,0,0,Vitamin D 25-hydroxylase,OXIDOREDUCTASE,CP2R1_HUMAN,"Has a D-25-hydroxylase activity on both forms of vitamin D, vitamin D(2) and D(3).","Defects in CYP2R1 are a cause of 25-hydroxyvitamin D(3) deficiency [MIM:600081]; also known as pseudovitamin D(3) deficiency rickets due to 25-hydroxylase deficiency. First described in patients who had rickets at a young age despite a history of adequate vitamin D intake. The patients sera had low calcium concentrations, low phosphate concentrations, elevated alkaline phosphatase activity, and low levels of 25-hydroxyvitamin D.",NONE
1on9_F_cavity_2,9,3.777,0.4197,6,1,2,0,0,0,Methylmalonyl-CoA carboxyltransferase 12S subunit,NONE,Q8GBW6,Involved in oxidoreductase activity,NONE,NONE
2c47_A_cavity_1,11,4.609,0.419,4,1,3,3,0,0,Casein kinase I isoform gamma-2,TRANSFERASE,KC1G2_HUMAN,Casein kinases are operationally defined by their preferential utilization of acidic proteins such as caseins as substrates. It can phosphorylate a large number of proteins. Participates in Wnt signaling (By similarity).,NONE,NONE
1jjx_A_cavity_1,9,3.771,0.419,6,2,1,0,0,0,"Fatty acid-binding protein, brain",LIPID BINDING PROTEIN,FABP7_HUMAN,"B-FABP could be involved in the transport of a so far unknown hydrophobic ligand with potential morphogenic activity during CNS development. It is required for the establishment of the radial glial fiber system in developing brain, a system that is necess",NONE,NONE
1qag_B_cavity_1,12,5.025,0.4187,9,2,0,0,1,0,Utrophin,NONE,P46939,NONE,NONE,NONE
1y6a_A_cavity_1,9,3.766,0.4184,7,1,1,0,0,0,Vascular endothelial growth factor receptor 2,TRANSFERASE,VGFR2_HUMAN,"Receptor for VEGF or VEGFC. Has a tyrosine-protein kinase activity. The VEGF-kinase ligand/receptor signaling system plays a key role in vascular development and regulation of vascular permeability. In case of HIV-1 infection, the interaction with extrace",NONE,Angiogenesis disorder;Melanoma;Cancer;Non-small-cell lung cancer;Renal cell carcinoma;Colorectal tumor;Ocular disease;Age related macular degeneration;Solid tumor
1pju_A_cavity_1,9,3.766,0.4184,6,0,2,1,0,0,Wound-induced proteinase inhibitor 2,NONE,P05119,NONE,NONE,NONE
3b4r_B_cavity_1,10,4.183,0.4183,9,1,0,0,0,0,Zinc metalloprotease MJ0392,NONE,Q57837,NONE,NONE,NONE
1ua7_A_cavity_1,12,5.016,0.418,7,1,2,1,1,0,Alpha-amylase,NONE,P00691,Carbohydrate transport and metabolism,NONE,NONE
1ya0_B_cavity_1,10,4.179,0.4179,6,2,1,1,0,0,Protein SMG7,NONE,Q92540,NONE,NONE,NONE
1yk3_A_cavity_1,10,4.175,0.4175,9,0,0,0,1,0,Lysine N-acyltransferase mbtK,NONE,P64820,"Translation, ribosomal structure and biogenesis",NONE,NONE
1am5_A_cavity_1,14,5.837,0.417,8,1,3,2,0,0,Pepsin-2B,NONE,P56272,NONE,NONE,NONE
1ex9_A_cavity_1,12,5.004,0.417,11,0,1,0,0,0,Lactonizing lipase,NONE,P26876,NONE,NONE,NONE
1t1u_A_cavity_2,12,4.995,0.4163,4,0,4,3,1,0,Choline O-acetyltransferase,NONE,P32738,NONE,NONE,NONE
2enj_A_cavity_1,10,4.161,0.4161,8,1,1,0,0,0,Protein kinase C theta type,TRANSFERASE,KPCT_HUMAN,"This is a calcium-independent, phospholipid-dependent, serine- and threonine-specific enzyme. Essential for T-cell receptor (TCR)-mediated T-cell activation, but is dispensable during TCR-dependent thymocyte development. Links the TCR signaling complex to;PKC is activated by diacylglycerol which in turn phosphorylates a range of cellular proteins. PKC also serves as the receptor for phorbol esters, a class of tumor promoters.",NONE,Inflammation
1mje_A_cavity_3,10,4.158,0.4158,6,3,1,0,0,0,26S proteasome complex subunit DSS1,NONE,P60896,NONE,NONE,NONE
3fxi_D_cavity_1,10,4.155,0.4155,10,0,0,0,0,0,Toll-like receptor 4,NONE,O00206,NONE,NONE,NONE
2dww_A_cavity_1,9,3.74,0.4155,5,1,2,0,1,0,Bromodomain-containing protein 4,NONE,Q9ESU6,NONE,NONE,NONE
2nox_H_cavity_1,11,4.563,0.4148,10,0,1,0,0,0,"Tryptophan 2,3-dioxygenase",NONE,Q1LK00,NONE,NONE,NONE
2afj_A_cavity_4,12,4.972,0.4144,5,2,2,3,0,0,SPRY domain-containing SOCS box protein 2,NONE,O88838,NONE,NONE,NONE
3bze_A_cavity_1,10,4.135,0.4135,5,1,1,1,2,0,"HLA class I histocompatibility antigen, alpha chain E",IMMUNE SYSTEM,HLAE_HUMAN,"Preferably binds to a peptide derived from the signal sequence of most HLA-A, -B, -C and -G molecules.",NONE,NONE
2ka6_B_cavity_1,10,4.131,0.4131,10,0,0,0,0,0,CREB-binding protein,NONE,P45481,NONE,NONE,NONE
1bp1_A_cavity_1,9,3.718,0.4131,8,0,1,0,0,0,Bactericidal permeability-increasing protein,NONE,P17213,Involved in lipid binding,NONE,NONE
1sq1_A_cavity_1,9,3.716,0.4129,7,1,1,0,0,0,Chorismate synthase,NONE,Q9PM41,NONE,NONE,NONE
3d0o_A_cavity_3,9,3.715,0.4128,4,1,2,2,0,0,L-lactate dehydrogenase 1,NONE,Q5HJD7,NONE,NONE,NONE
2ves_B_cavity_2,9,3.714,0.4127,4,0,3,0,2,0,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,NONE,P47205,NONE,NONE,NONE
1tis_A_cavity_3,9,3.711,0.4124,6,1,1,1,0,0,Thymidylate synthase,NONE,P00471,NONE,NONE,NONE
1l1o_C_cavity_1,11,4.536,0.4123,9,2,0,0,0,0,Replication protein A 14 kDa subunit,NONE,P35244,NONE,NONE,NONE
1ipk_C_cavity_1,10,4.122,0.4122,10,0,0,0,0,0,"Beta-conglycinin, beta chain",NONE,P25974,NONE,NONE,NONE
2d5c_A_cavity_1,11,4.533,0.4121,5,2,1,2,1,0,Shikimate dehydrogenase,NONE,Q5SJF8,Involved in shikimate 5-dehydrogenase activity,NONE,NONE
1vb6_B_cavity_2,10,4.118,0.4118,6,2,0,0,2,0,Heme-regulated cyclic AMP phosphodiesterase,NONE,P76129,Involved in signal transducer activity,NONE,NONE
1pd2_1_cavity_1,10,4.11,0.411,8,1,1,0,0,0,Glutathione-requiring prostaglandin D synthase,NONE,O35543,"Bifunctional enzyme which catalyzes both the conversion of PGH2 to PGD2, a prostaglandin involved in smooth muscle contraction/relaxation and a potent inhibitor of platelet aggregation, and the conjugation of glutathione with a wide range of aryl halides and organic isothiocyanates. Also exhibits low glutathione-peroxidase activity towards cumene hydroperoxide.",NONE,NONE
1kuv_A_cavity_1,11,4.519,0.4108,8,1,0,2,0,0,Serotonin N-acetyltransferase,NONE,Q29495,Transcription,NONE,NONE
1p7z_D_cavity_2,10,4.106,0.4106,8,0,1,0,1,0,Catalase HPII,NONE,P21179,Inorganic ion transport and metabolism,NONE,NONE
1r2j_A_cavity_2,9,3.694,0.4104,6,2,1,0,0,0,FkbI,NONE,Q9KIE5,Involved in acyl-CoA dehydrogenase activity,NONE,NONE
1qjj_A_cavity_1,9,3.69,0.41,5,1,1,2,0,0,Astacin,NONE,P07584,Involved in metallopeptidase activity,NONE,NONE
2h60_A_cavity_1,9,3.69,0.41,7,1,1,0,0,0,Probable global transcription activator SNF2L4,NONE,P51532,NONE,NONE,NONE
3fsl_F_cavity_2,9,3.689,0.4099,6,2,0,1,0,0,Aromatic-amino-acid aminotransferase,NONE,P04693,NONE,NONE,NONE
1d7x_B_cavity_1,10,4.098,0.4098,4,1,3,0,2,0,Stromelysin-1,HYDROLASE,MMP3_HUMAN,"Can degrade fibronectin, laminin, gelatins of type I, III, IV, and V; collagens III, IV, X, and IX, and cartilage proteoglycans. Activates procollagenase.",NONE,NONE
1yy3_B_cavity_2,9,3.686,0.4095,6,1,1,1,0,0,S-adenosylmethionin,NONE,O32054,NONE,NONE,NONE
3bpq_B_cavity_1,10,4.089,0.4089,8,1,1,0,0,0,Uncharacterized protein MJ1103,NONE,Q58503,NONE,NONE,NONE
2onk_G_cavity_1,9,3.677,0.4086,8,0,1,0,0,0,Molybdate/tungstate import ATP-binding protein wtpC,NONE,O30144,NONE,NONE,NONE
2hz1_A_cavity_1,9,3.677,0.4086,5,0,1,1,2,0,Cyanoglobin,NONE,P73925,Involved in oxygen binding,NONE,NONE
2fqm_F_cavity_1,11,4.486,0.4078,11,0,0,0,0,0,Phosphoprotein,NONE,P04880,NONE,NONE,NONE
3e3l_B_cavity_1,10,4.073,0.4073,7,2,0,0,1,0,"Glycogen phosphorylase, muscle form",NONE,P00489,NONE,NONE,NONE
2vkq_A_cavity_2,15,6.104,0.4069,5,3,2,5,0,0,Cytosolic 5-nucleotidase 3,NONE,Q9H0P0,NONE,NONE,NONE
1jls_D_cavity_1,9,3.661,0.4068,5,2,1,1,0,0,Uracil phosphoribosyltransferase,TRANSFERASE,UPP_TOXGO,NONE,NONE,NONE
1gg4_A_cavity_1,12,4.88,0.4066,8,1,1,1,1,0,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,NONE,P11880,NONE,NONE,NONE
3e0m_C_cavity_1,9,3.657,0.4064,6,2,1,0,0,0,Peptide methionine sulfoxide reductase msrA/msrB 1,NONE,P0A3Q9,NONE,NONE,NONE
1he4_A_cavity_1,10,4.063,0.4063,5,2,2,0,1,0,Flavin reductase,NONE,P30043,Cell wall/membrane/envelope biogenesis,NONE,For the treatment of ariboflavinosis (vitamin B2 deficiency).
1l5j_B_cavity_2,11,4.468,0.4062,6,0,3,2,0,0,Aconitate hydratase 2,NONE,P36683,Energy production and conversion,NONE,NONE
2buw_A_cavity_1,12,4.866,0.4055,8,2,1,0,1,0,"Protocatechuate 3,4-dioxygenase alpha chain",NONE,P20371,NONE,NONE,NONE
1jsu_C_cavity_1,11,4.459,0.4054,8,1,1,0,1,0,Cyclin-A2,COMPLEX (TRANSFERASE/CYCLIN/INHIBITOR),CCNA2_HUMAN,Essential for the control of the cell cycle at the G1/S (start) and the G2/M (mitosis) transitions.,NONE,NONE
2bnx_B_cavity_3,9,3.644,0.4049,7,1,1,0,0,0,Protein diaphanous homolog 1,NONE,O08808,NONE,NONE,NONE
2a5h_C_cavity_1,9,3.64,0.4045,5,3,1,0,0,0,"L-lysine 2,3-aminomutase",NONE,Q9XBQ8,NONE,NONE,NONE
1jdl_A_cavity_1,9,3.639,0.4043,6,2,1,0,0,0,Cytochrome c2 iso-2,NONE,P81154,Involved in iron ion binding,NONE,NONE
1b9b_B_cavity_1,9,3.634,0.4038,4,2,1,1,1,0,Bifunctional PGK/TIM,NONE,P36204,Carbohydrate transport and metabolism,NONE,NONE
2dne_A_cavity_1,11,4.44,0.4037,9,1,1,0,0,0,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",NONE,P10515,Energy production and conversion,NONE,"Some evidence suggests that NADH might be useful in treating Parkinsons disease, chronic fatigue syndrome, Alzheimers disease and cardiovascular disease."
1t3a_A_cavity_1,10,4.036,0.4036,7,2,1,0,0,0,Botulinum neurotoxin type E,NONE,Q00496,NONE,NONE,NONE
2z7r_A_cavity_1,10,4.03,0.403,7,0,3,0,0,0,Ribosomal protein S6 kinase alpha-1,NONE,Q15418,NONE,NONE,NONE
2vsq_A_cavity_6,9,3.627,0.403,5,0,2,2,0,0,Surfactin synthetase subunit 3,NONE,Q08787,NONE,NONE,NONE
2gkm_B_cavity_1,12,4.833,0.4027,7,2,1,0,2,0,Hemoglobin-like protein HbN,NONE,P0A592,Involved in oxygen binding,NONE,NONE
2k8v_A_cavity_1,10,4.026,0.4026,8,2,0,0,0,0,Thioredoxin domain-containing protein 12,NONE,O95881,Possesses significant protein thiol-disulfide oxidase activity,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance"
3bbw_B_cavity_1,12,4.83,0.4025,6,2,1,3,0,0,Receptor tyrosine-protein kinase erbB-4,TRANSFERASE,ERBB4_HUMAN,"Specifically binds and is activated by neuregulins, NRG- 2, NRG-3, heparin-binding EGF-like growth factor, betacellulin and NTAK. Interaction with these factors induces cell differentiation. Not activated by EGF, TGF-A, and amphiregulin.",NONE,NONE
1oil_A_cavity_1,11,4.426,0.4023,11,0,0,0,0,0,Lipase,NONE,P22088,NONE,NONE,NONE
1c7r_A_cavity_2,9,3.621,0.4023,6,2,1,0,0,0,Glucose-6-phosphate isomerase B,NONE,P13376,Carbohydrate transport and metabolism,NONE,NONE
1hg4_C_cavity_1,12,4.827,0.4022,10,0,2,0,0,0,Protein ultraspiracle,NONE,P20153,NONE,NONE,NONE
1wbb_A_cavity_1,17,6.83,0.4018,7,2,4,4,0,0,DNA mismatch repair protein mutS,NONE,P23909,NONE,NONE,NONE
2gcj_A_cavity_1,9,3.616,0.4018,5,1,2,1,0,0,FACT complex subunit POB3,NONE,Q04636,NONE,NONE,NONE
2ysz_A_cavity_1,9,3.616,0.4018,6,1,2,0,0,0,Amyloid beta A4 precursor protein-binding family B member 2,NONE,Q9DBR4,NONE,NONE,NONE
1z56_C_cavity_3,13,5.211,0.4009,6,1,3,3,0,0,Ligase-interacting factor 1,NONE,P53150,NONE,NONE,NONE
1vh6_A_cavity_1,9,3.606,0.4007,7,0,2,0,0,0,Flagellar protein fliS,NONE,P39739,NONE,NONE,NONE
1ci9_B_cavity_1,10,4,0.4,4,1,2,0,3,0,Esterase EstB,NONE,Q9KX40,Involved in beta-lactamase activity,NONE,NONE
1mtl_A_cavity_1,9,3.593,0.3993,6,2,1,0,0,0,G/U mismatch-specific DNA glycosylase,NONE,P0A9H1,NONE,NONE,NONE
2cke_C_cavity_1,14,5.583,0.3988,5,1,4,4,0,0,Death-associated protein kinase 2,TRANSFERASE/INHIBITOR COMPLEX,DAPK2_HUMAN,Calcium/calmodulin-dependent serine/threonine kinase which acts as a positive regulator of apoptosis.,NONE,NONE
1tqz_A_cavity_2,9,3.589,0.3988,7,2,0,0,0,0,Adaptin ear-binding coat-associated protein 1,NONE,Q9CR95,NONE,NONE,NONE
3cyy_B_cavity_2,11,4.385,0.3986,8,0,2,1,0,0,Tight junction protein ZO-1,NONE,Q07157,NONE,NONE,NONE
2nya_A_cavity_1,13,5.176,0.3982,5,0,4,1,3,0,Periplasmic nitrate reductase,NONE,P33937,NONE,NONE,NONE
1k4y_A_cavity_2,14,5.572,0.398,7,2,3,0,2,0,Liver carboxylesterase 1,NONE,P12337,Lipid transport and metabolism,NONE,NONE
1kev_C_cavity_1,16,6.367,0.3979,6,1,4,1,4,0,NADP-dependent alcohol dehydrogenase,NONE,P25984,NONE,NONE,NONE
1k39_A_cavity_3,9,3.58,0.3978,5,1,2,1,0,0,"3,2-trans-enoyl-CoA isomerase",NONE,Q05871,Lipid transport and metabolism,NONE,NONE
3d3l_B_cavity_2,10,3.977,0.3977,7,1,0,0,2,0,"Arachidonate 12-lipoxygenase, 12S-type",NONE,P18054,NONE,NONE,NONE
2joz_A_cavity_1,11,4.373,0.3976,7,2,0,1,1,0,Uncharacterized protein yxeF,NONE,P54945,NONE,NONE,NONE
1k1f_H_cavity_1,9,3.576,0.3973,8,0,1,0,0,0,Breakpoint cluster region protein,TRANSFERASE,BCR_HUMAN,"GTPase-activating protein for RAC1 and CDC42. Promotes the exchange of RAC or CDC42-bound GDP by GTP, thereby activating them. Displays serine/threonine kinase activity.",A chromosomal aberration involving BCR is a cause of chronic myeloid leukemia (CML) [MIM:608232]. Translocation t(9;22)(q34;q11) with ABL1. The translocation produces a BCR-ABL found also in acute myeloid leukemia (AML) and acute lymphoblastic leukemia (ALL).,Cancer
1k8i_B_cavity_1,11,4.368,0.3971,7,1,2,1,0,0,"Class II histocompatibility antigen, M alpha chain",NONE,P28078,NONE,NONE,NONE
2pt5_C_cavity_1,11,4.366,0.3969,7,2,0,1,1,0,Shikimate kinase,NONE,O67925,NONE,NONE,NONE
1xli_A_cavity_1,10,3.968,0.3968,9,1,0,0,0,0,Xylose isomerase,NONE,P12070,Carbohydrate transport and metabolism,NONE,NONE
1lj2_B_cavity_1,11,4.363,0.3966,11,0,0,0,0,0,Non-structural protein 3,NONE,P03536,NONE,NONE,NONE
1dl5_B_cavity_2,10,3.964,0.3964,3,1,2,4,0,0,Protein-L-isoaspartate O-methyltransferase,NONE,Q56308,Involved in RNA binding,NONE,NONE
1dmu_A_cavity_1,11,4.358,0.3962,9,2,0,0,0,0,Type-2 restriction enzyme BglI,NONE,O68557,NONE,NONE,NONE
1h7w_D_cavity_2,29,11.49,0.3962,10,3,7,2,7,0,Dihydropyrimidine dehydrogenase [NADP+],NONE,Q28943,NONE,NONE,NONE
2ovw_D_cavity_2,11,4.357,0.3961,5,2,2,1,1,0,Endoglucanase type C,NONE,P46237,"Involved in hydrolase activity, hydrolyzing O-glycosyl compounds",NONE,NONE
2j0r_A_cavity_2,15,5.941,0.396,4,3,3,2,3,0,Hemin transport protein hemS,NONE,P31517,NONE,NONE,NONE
2uxy_A_cavity_1,28,11.09,0.3959,17,1,4,6,0,0,Aliphatic amidase,NONE,P11436,NONE,NONE,NONE
1cyg_A_cavity_2,15,5.937,0.3958,4,2,3,5,1,0,Cyclomaltodextrin glucanotransferase,NONE,P31797,NONE,NONE,NONE
1it7_B_cavity_3,10,3.956,0.3956,5,0,3,2,0,0,7-cyano-7-deazaguanine tRNA-ribosyltransferase,NONE,O58843,Involved in RNA binding,NONE,NONE
1j9l_A_cavity_2,9,3.561,0.3956,5,2,1,1,0,0,5-nucleotidase surE,NONE,P96112,NONE,NONE,NONE
2c35_C_cavity_1,10,3.954,0.3954,7,1,1,0,1,0,DNA-directed RNA polymerase II subunit RPB4,NONE,O15514,NONE,NONE,NONE
1bh9_B_cavity_2,11,4.349,0.3953,8,2,1,0,0,0,Transcription initiation factor TFIID subunit 13,NONE,Q15543,NONE,NONE,NONE
1ems_B_cavity_1,9,3.554,0.3949,5,3,0,0,1,0,Nitrilase and fragile histidine triad fusion protein NitFhit [Includes: Bis(5-adenosyl)-triphosphatase,NONE,O76463,"Involved in hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",NONE,NONE
1n8w_A_cavity_2,19,7.499,0.3947,10,3,2,4,0,0,Malate synthase G,NONE,P0A5J4,Energy production and conversion,NONE,NONE
3ba8_A_cavity_3,11,4.342,0.3947,5,2,1,3,0,0,DNA ligase,NONE,Q837V6,Involved in DNA ligase (NAD+) activity,NONE,NONE
2ckr_B_cavity_1,10,3.947,0.3947,3,1,1,2,3,0,Endoglucanase E-5,NONE,Q01786,NONE,NONE,NONE
2jgd_A_cavity_3,9,3.552,0.3947,5,2,1,0,1,0,2-oxoglutarate dehydrogenase E1 component,NONE,P0AFG3,NONE,NONE,NONE
1rpa_A_cavity_2,10,3.944,0.3944,6,1,2,1,0,0,Prostatic acid phosphatase,NONE,P20646,Involved in acid phosphatase activity,NONE,NONE
1id1_B_cavity_1,11,4.337,0.3943,11,0,0,0,0,0,Putative potassium channel protein,NONE,P31069,NONE,NONE,NONE
2ecw_A_cavity_1,10,3.936,0.3936,6,2,1,1,0,0,Tripartite motif-containing protein 30,NONE,P15533,NONE,NONE,NONE
2qpp_B_cavity_1,10,3.931,0.3931,7,0,2,0,1,0,Heme oxygenase 2,OXIDOREDUCTASE,HMOX2_HUMAN,"Heme oxygenase cleaves the heme ring at the alpha methene bridge to form biliverdin. Biliverdin is subsequently converted to bilirubin by biliverdin reductase. Under physiological conditions, the activity of heme oxygenase is highest in the spleen, where",NONE,NONE
2res_A_cavity_1,11,4.322,0.3929,7,2,1,0,1,0,Multifunctional cyclase-dehydratase-3-O-methyl transferase tcmN,NONE,P16559,NONE,NONE,NONE
1huu_B_cavity_1,10,3.926,0.3926,10,0,0,0,0,0,DNA-binding protein HU,NONE,P0A3H0,NONE,NONE,NONE
2zii_C_cavity_1,10,3.926,0.3926,8,1,1,0,0,0,Vacuolar protein sorting-associated protein 74,NONE,Q06385,NONE,NONE,NONE
2h9c_B_cavity_1,11,4.317,0.3925,9,1,1,0,0,0,Salicylate biosynthesis protein pchB,NONE,Q51507,NONE,NONE,NONE
2bs9_E_cavity_1,10,3.921,0.3921,5,2,1,2,0,0,Beta-xylosidase,NONE,Q9ZFM2,NONE,NONE,NONE
1x8d_D_cavity_2,10,3.921,0.3921,6,1,2,0,1,0,L-rhamnose mutarotase,NONE,P32156,NONE,NONE,NONE
3cs5_B_cavity_1,9,3.522,0.3913,7,0,2,0,0,0,Phycobilisome degradation protein nblA,NONE,P35087,NONE,NONE,NONE
1rxs_A_cavity_1,10,3.912,0.3912,3,4,2,1,0,0,Uridine phosphorylase,NONE,P12758,Nucleotide transport and metabolism,NONE,"For the topical treatment of multiple actinic or solar keratoses. In the 5% strength it is also useful in the treatment of superficial basal cell carcinomas when conventional methods are impractical, such as with multiple lesions or difficult treatment sites. Fluorouracil injection is indicated in the palliative management of some types of cancer, including colon, rectum, breast, stomach and pancrease."
1iy8_F_cavity_1,16,6.255,0.391,8,1,4,3,0,0,Levodione reductase,NONE,Q9LBG2,Involved in oxidoreductase activity,NONE,NONE
2yub_A_cavity_1,10,3.909,0.3909,7,2,1,0,0,0,LIM domain kinase 2,NONE,O54785,NONE,NONE,NONE
2dja_A_cavity_1,10,3.909,0.3909,5,2,2,0,1,0,Midline-2,METAL BINDING PROTEIN,TRIM1_HUMAN,NONE,NONE,NONE
1p1h_A_cavity_2,10,3.908,0.3908,6,1,2,1,0,0,Inositol-3-phosphate synthase,NONE,P11986,Lipid transport and metabolism,NONE,NONE
1xx6_B_cavity_1,9,3.517,0.3908,6,1,1,1,0,0,Thymidine kinase,NONE,Q97F65,Involved in thymidine kinase activity,NONE,NONE
2frs_A_cavity_1,9,3.517,0.3908,5,2,1,0,1,0,Cellular retinoic acid-binding protein 2,NONE,P29373,Involved in retinoid binding,NONE,For topical treatment of cutaneous lesions in patients with AIDS-related Kaposis sarcoma.
1acy_H_cavity_1,10,3.907,0.3907,5,1,3,1,0,0,"Ig gamma-1 chain C region, membrane-bound form",NONE,P01869,NONE,NONE,NONE
1v6a_A_cavity_1,26,10.16,0.3906,11,1,5,8,1,0,L-lactate dehydrogenase A chain,NONE,Q9W7K5,NONE,NONE,NONE
1z4r_A_cavity_1,9,3.51,0.3901,5,1,2,1,0,0,Histone acetyltransferase KAT2A,NONE,Q92830,NONE,NONE,NONE
3mde_A_cavity_1,11,4.29,0.39,8,3,0,0,0,0,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",NONE,P41367,Lipid transport and metabolism,NONE,NONE
2i7n_B_cavity_3,10,3.897,0.3897,8,0,2,0,0,0,Pantothenate kinase 1,NONE,Q8TE04,NONE,NONE,NONE
1qw8_B_cavity_1,9,3.507,0.3896,4,2,1,2,0,0,Alpha-N-arabinofuranosidase,NONE,Q9XBQ3,Carbohydrate transport and metabolism,NONE,NONE
1gm9_A_cavity_3,10,3.895,0.3895,9,0,1,0,0,0,Penicillin G acylase,NONE,P06875,NONE,NONE,NONE
2phl_B_cavity_1,10,3.891,0.3891,9,1,0,0,0,0,"Phaseolin, beta-type",NONE,P02853,NONE,NONE,NONE
2a7s_A_cavity_2,11,4.278,0.3889,6,2,2,1,0,0,Probable propionyl-CoA carboxylase beta chain 5,NONE,P96885,NONE,NONE,NONE
3dxx_A_cavity_1,10,3.889,0.3889,5,1,2,2,0,0,tRNA (guanine-N(7)-)-methyltransferase,NONE,P0A8I5,NONE,NONE,NONE
2j6e_B_cavity_1,11,4.277,0.3888,6,2,1,1,1,0,Ig gamma-1 chain C region,NONE,P01857,NONE,NONE,NONE
1e9z_B_cavity_1,11,4.273,0.3884,9,2,0,0,0,0,Urease subunit alpha,NONE,P14916,NONE,NONE,NONE
1bjn_A_cavity_1,9,3.496,0.3884,6,2,1,0,0,0,Phosphoserine aminotransferase,NONE,P23721,NONE,NONE,NONE
2r11_C_cavity_1,11,4.269,0.3881,8,0,2,0,1,0,Uncharacterized carboxylesterase nap,NONE,P96688,NONE,NONE,NONE
1v0f_A_cavity_5,10,3.879,0.3879,7,2,1,0,0,0,Endo-N-acetylneuraminidase,NONE,Q04830,Involved in endo-alpha-sialidase activity,NONE,NONE
1qsj_C_cavity_1,10,3.877,0.3877,7,1,1,0,1,0,Complement C3,NONE,P01026,Involved in endopeptidase inhibitor activity,NONE,NONE
1orr_A_cavity_1,13,5.037,0.3875,5,3,2,3,0,0,CDP-paratose 2-epimerase,NONE,P14169,Cell wall/membrane/envelope biogenesis,NONE,NONE
1b0u_A_cavity_1,9,3.487,0.3874,5,3,1,0,0,0,Histidine transport ATP-binding protein hisP,NONE,P02915,NONE,NONE,NONE
1xx4_A_cavity_1,9,3.486,0.3874,8,0,1,0,0,0,"3,2-trans-enoyl-CoA isomerase, mitochondrial",NONE,P23965,Lipid transport and metabolism,NONE,NONE
1b0a_A_cavity_1,13,5.034,0.3872,8,2,1,2,0,0,Bifunctional protein folD,NONE,P24186,NONE,NONE,NONE
