From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
Q15637,Q15637,reviewed,SF01_HUMAN,Splicing factor 1 (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162),SF1 ZFM1 ZNF162,Homo sapiens (Human),639
P0A9G6,P0A9G6,reviewed,ACEA_ECOLI,Isocitrate lyase (ICL) (EC 4.1.3.1) (Isocitrase) (Isocitratase),aceA icl b4015 JW3975,Escherichia coli (strain K12),434
P23657,P23657,reviewed,T2P2_PROHU,Type II restriction enzyme PvuII (R.PvuII) (EC 3.1.21.4) (Endonuclease PvuII) (Type-2 restriction enzyme PvuII),pvuIIR,Proteus hauseri,157
P00929,P00929,reviewed,TRPA_SALTY,Tryptophan synthase alpha chain (EC 4.2.1.20),trpA STM1727,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),268
P59285,P59285,reviewed,ALLA_PSEPK,Ureidoglycolate lyase (EC 4.3.2.3) (Ureidoglycolatase),allA PP_4288,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),167
P02699,P02699,reviewed,OPSD_BOVIN,Rhodopsin,RHO,Bos taurus (Bovine),348
Q6L545,Q6L545,reviewed,GID1_ORYSJ,Gibberellin receptor GID1 (EC 3.-.-.-) (Gibberellin-insensitive dwarf protein 1) (Protein GIBBERELLIN INSENSITIVE DWARF1),GID1 Os05g0407500 LOC_Os05g33730 OJ1657_H11.10 P0040B10.6,Oryza sativa subsp. japonica (Rice),354
P19972,P19972,reviewed,TOXK_MILFA,Salt-mediated killer protoxin 1 [Cleaved into: Salt-mediated killer toxin 1 alpha chain (SMK toxin alpha chain); Salt-mediated killer toxin 1 gamma chain (SMK toxin gamma chain); Salt-mediated killer toxin 1 beta chain (SMK toxin beta chain)],SMK1,Millerozyma farinosa (Yeast) (Pichia farinosa),222
P77295,P77295,reviewed,YGAV_ECOLI,Probable HTH-type transcriptional regulator YgaV,ygaV b2667 JW2642,Escherichia coli (strain K12),99
P01958,P01958,reviewed,HBA_HORSE,Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain) [Cleaved into: Hemopressin],HBA,Equus caballus (Horse),142
S10A6_HUMAN,P06703,reviewed,S10A6_HUMAN,Protein S100-A6 (Calcyclin) (Growth factor-inducible protein 2A9) (MLN 4) (Prolactin receptor-associated protein) (PRA) (S100 calcium-binding protein A6),S100A6 CACY,Homo sapiens (Human),90
I10R1_HUMAN,Q13651,reviewed,I10R1_HUMAN,Interleukin-10 receptor subunit alpha (IL-10 receptor subunit alpha) (IL-10R subunit alpha) (IL-10RA) (CDw210a) (Interleukin-10 receptor subunit 1) (IL-10R subunit 1) (IL-10R1) (CD antigen CD210),IL10RA IL10R,Homo sapiens (Human),578
P10828,P10828,reviewed,THB_HUMAN,Thyroid hormone receptor beta (Nuclear receptor subfamily 1 group A member 2) (c-erbA-2) (c-erbA-beta),THRB ERBA2 NR1A2 THR1,Homo sapiens (Human),461
Q9F3S9,Q9F3S9,unreviewed,Q9F3S9_RHOMR,Cytochrome c oxidase subunit 2 (EC 7.1.1.9),rcoxA,Rhodothermus marinus (Rhodothermus obamensis),316
ST1B1_HUMAN,O43704,reviewed,ST1B1_HUMAN,Sulfotransferase 1B1 (ST1B1) (EC 2.8.2.1) (Sulfotransferase 1B2) (Sulfotransferase family cytosolic 1B member 1) (Thyroid hormone sulfotransferase),SULT1B1 ST1B2 SULT1B2,Homo sapiens (Human),296
P19097,P19097,reviewed,FAS2_YEAST,Fatty acid synthase subunit alpha (EC 2.3.1.86) [Includes: Acyl carrier; 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (Beta-ketoacyl reductase); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41) (Beta-ketoacyl synthase)],FAS2 YPL231W P1409,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1887
P43585,P43585,reviewed,VTC2_YEAST,Vacuolar transporter chaperone complex subunit 2 (Phosphate metabolism protein 1) (SPX-dependent polyphosphate polymerase VTC subunit 2) (Vacuolar membrane polyphosphate polymerase accessory subunit 2) (PolyP polymerase),VTC2 PHM1 YFL004W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),828
Q16566,Q16566,reviewed,KCC4_HUMAN,Calcium/calmodulin-dependent protein kinase type IV (CaMK IV) (EC 2.7.11.17) (CaM kinase-GR),CAMK4 CAMK CAMK-GR CAMKIV,Homo sapiens (Human),473
RARB_HUMAN,P10826,reviewed,RARB_HUMAN,Retinoic acid receptor beta (RAR-beta) (HBV-activated protein) (Nuclear receptor subfamily 1 group B member 2) (RAR-epsilon),RARB HAP NR1B2,Homo sapiens (Human),455
Q5HH38,Q5HH38,reviewed,MENB_STAAC,"1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)",menB SACOL1054,Staphylococcus aureus (strain COL),273
P18902,P18902,reviewed,RET4_BOVIN,Retinol-binding protein 4 (Plasma retinol-binding protein) (PRBP) (RBP),RBP4,Bos taurus (Bovine),183
P42778,P42778,reviewed,AMPT_THET8,Aminopeptidase T (AP-T) (EC 3.4.11.-) (Heat-stable aminopeptidase),TTHA1152,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),408
UBP19_HUMAN,O94966,reviewed,UBP19_HUMAN,Ubiquitin carboxyl-terminal hydrolase 19 (EC 3.4.19.12) (Deubiquitinating enzyme 19) (Ubiquitin thioesterase 19) (Ubiquitin-specific-processing protease 19) (Zinc finger MYND domain-containing protein 9),USP19 KIAA0891 ZMYND9,Homo sapiens (Human),1318
P54050,P54050,reviewed,RL1_METJA,Large ribosomal subunit protein uL1 (50S ribosomal protein L1),rpl1 MJ0510,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),219
Q57646,Q57646,reviewed,CG121_METJA,Regulatory protein Cgi121 (Positive regulator of Bud32 kinase activity),cgi121 MJ0187,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),145
Q02293,Q02293,reviewed,FNTB_RAT,Protein farnesyltransferase subunit beta (FTase-beta) (EC 2.5.1.58) (CAAX farnesyltransferase subunit beta) (Ras proteins prenyltransferase subunit beta),Fntb,Rattus norvegicus (Rat),437
P80041,P80041,reviewed,DDC_PIG,Aromatic-L-amino-acid decarboxylase (AADC) (EC 4.1.1.28) (DOPA decarboxylase) (DDC),DDC,Sus scrofa (Pig),486
P80371,P80371,reviewed,RS2_THET8,Small ribosomal subunit protein uS2 (30S ribosomal protein S2),rpsB rps2 TTHA0861,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),256
P53999,P53999,reviewed,TCP4_HUMAN,Activated RNA polymerase II transcriptional coactivator p15 (Positive cofactor 4) (PC4) (SUB1 homolog) (p14),SUB1 PC4 RPO2TC1,Homo sapiens (Human),127
P33012,P33012,reviewed,SBMC_ECOLI,DNA gyrase inhibitor,sbmC gyrI yeeB b2009 JW1991,Escherichia coli (strain K12),157
P22892,P22892,reviewed,AP1G1_MOUSE,AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (Gamma-adaptin) (Gamma1-adaptin) (Golgi adaptor HA1/AP1 adaptin subunit gamma-1),Ap1g1 Adtg Clapg1,Mus musculus (Mouse),822
O31641,O31641,reviewed,YJCS_BACSU,Uncharacterized protein YjcS,yjcS BSU11970,Bacillus subtilis (strain 168),105
SENP7_HUMAN,Q9BQF6,reviewed,SENP7_HUMAN,Sentrin-specific protease 7 (EC 3.4.22.-) (SUMO-1-specific protease 2) (Sentrin/SUMO-specific protease SENP7),SENP7 KIAA1707 SSP2 SUSP2,Homo sapiens (Human),1050
P80324,P80324,reviewed,OXDA_RHOTO,D-amino-acid oxidase (DAAO) (DAMOX) (DAO) (EC 1.4.3.3),DAO1,Rhodotorula toruloides (Yeast) (Rhodosporidium toruloides),368
Q7SIC2,Q7SIC2,reviewed,QDOI_ASPJA,"Quercetin 2,3-dioxygenase (EC 1.13.11.24) (2,3QD) (Flavonol 2,4-dioxygenase) (Quercetinase)",,Aspergillus japonicus,350
P54729,P54729,reviewed,NUB1_MOUSE,NEDD8 ultimate buster 1 (Negative regulator of ubiquitin-like proteins 1) (Protein BS4),Nub1 Nyren18,Mus musculus (Mouse),614
HXK2_HUMAN,P52789,reviewed,HXK2_HUMAN,Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II) (Hexokinase-B) (Muscle form hexokinase),HK2,Homo sapiens (Human),917
Q746J6,Q746J6,unreviewed,Q746J6_THET2,Cytochrome P450,TT_P0059,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),389
P62580,P62580,reviewed,CAT_SALTI,Chloramphenicol acetyltransferase (CAT) (EC 2.3.1.28),cat HCM1.206,Salmonella typhi,219
P43214,P43214,reviewed,MPAP2_PHLPR,Pollen allergen Phl p 2 (Allergen Phl p II) (allergen Phl p 2),PHLPII,Phleum pratense (Common timothy),122
O07621,O07621,reviewed,HEMAT_BACSU,Heme-based aerotactic transducer HemAT,hemAT yhfV BSU10380,Bacillus subtilis (strain 168),432
P12010,P12010,reviewed,LEU3_HEYCO,3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH),leuB,Heyndrickxia coagulans (Weizmannia coagulans),366
P77872,P77872,reviewed,CATA_HELPY,Catalase (EC 1.11.1.6),katA HP_0875,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),505
P07357,P07357,reviewed,CO8A_HUMAN,Complement component C8 alpha chain (Complement component 8 subunit alpha),C8A,Homo sapiens (Human),584
P02186,P02186,reviewed,MYG_ELEMA,Myoglobin (Nitrite reductase MB) (EC 1.7.-.-) (Pseudoperoxidase MB) (EC 1.11.1.-),MB,Elephas maximus (Indian elephant),154
Q8NA54,Q8NA54,reviewed,IQUB_HUMAN,IQ motif and ubiquitin-like domain-containing protein,IQUB,Homo sapiens (Human),791
P13134,P13134,reviewed,KEX2_YEAST,Kexin (EC 3.4.21.61) (Protease KEX2) (Proteinase YSCF),KEX2 QDS1 YNL238W N1122,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),814
Q9Y5J7,Q9Y5J7,reviewed,TIM9_HUMAN,Mitochondrial import inner membrane translocase subunit Tim9,TIMM9 TIM9 TIM9A TIMM9A,Homo sapiens (Human),89
P22346,P22346,reviewed,PEPX_LACLC,Xaa-Pro dipeptidyl-peptidase (EC 3.4.14.11) (X-Pro dipeptidyl-peptidase) (X-prolyl-dipeptidyl aminopeptidase) (X-PDAP),pepX,Lactococcus lactis subsp. cremoris (Streptococcus cremoris),763
P42404,P42404,reviewed,PHI_BACSU,3-hexulose-6-phosphate isomerase (EC 5.3.1.27) (6-phospho-3-hexuloisomerase) (PHI),hxlB yckF BSU03450,Bacillus subtilis (strain 168),185
Q05506,Q05506,reviewed,SYRC_YEAST,"Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)",YDR341C D9651.10,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),607
P07328,P07328,reviewed,NIFD_AZOVI,Nitrogenase molybdenum-iron protein alpha chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I),nifD,Azotobacter vinelandii,492
NR1I3_HUMAN,Q14994,reviewed,NR1I3_HUMAN,Nuclear receptor subfamily 1 group I member 3 (Constitutive activator of retinoid response) (Constitutive active response) (Constitutive androstane receptor) (CAR) (Orphan nuclear receptor MB67),NR1I3 CAR,Homo sapiens (Human),352
P32390,P32390,reviewed,ARP3_SCHPO,Actin-related protein 3 (Actin-like protein 3),act2 SPAC630.03,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),427
Q9BWD1,Q9BWD1,reviewed,THIC_HUMAN,"Acetyl-CoA acetyltransferase, cytosolic (EC 2.3.1.9) (Acetyl-CoA transferase-like protein) (Cytosolic acetoacetyl-CoA thiolase)",ACAT2 ACTL,Homo sapiens (Human),397
P25911,P25911,reviewed,LYN_MOUSE,Tyrosine-protein kinase Lyn (EC 2.7.10.2) (V-yes-1 Yamaguchi sarcoma viral related oncogene homolog) (p53Lyn) (p56Lyn),Lyn,Mus musculus (Mouse),512
P56839,P56839,reviewed,PEPM_MYTED,Phosphoenolpyruvate phosphomutase (PEP mutase) (PEP phosphomutase) (Phosphoenolpyruvate mutase) (EC 5.4.2.9),,Mytilus edulis (Blue mussel),295
Q9KI13,Q9KI13,reviewed,SDRG_STAEP,Serine-aspartate repeat-containing protein G,sdrG,Staphylococcus epidermidis,931
P0ACI0,P0ACI0,reviewed,ROB_ECOLI,Right origin-binding protein,rob b4396 JW4359,Escherichia coli (strain K12),289
P14527,P14527,reviewed,HBA4_ONCMY,Hemoglobin subunit alpha-4 (Alpha-4-globin) (Hemoglobin alpha-4 chain),hba4,Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri),142
O04147,O04147,reviewed,CPD_ARATH,Cyclic phosphodiesterase (CPDase) (EC 3.1.4.37),At4g18930 F13C5.100 F13C5_100,Arabidopsis thaliana (Mouse-ear cress),181
Q13017,Q13017,reviewed,RHG05_HUMAN,Rho GTPase-activating protein 5 (Rho-type GTPase-activating protein 5) (p190-B),ARHGAP5 RHOGAP5,Homo sapiens (Human),1502
Q9I7A8,Q9I7A8,reviewed,DEF_PSEAE,Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase),def PA0019,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),168
P02210,P02210,reviewed,GLB_APLLI,Globin (Myoglobin),,Aplysia limacina (Sea hare),147
P52848,P52848,reviewed,NDST1_HUMAN,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 (Glucosaminyl N-deacetylase/N-sulfotransferase 1) (NDST-1) (N-heparan sulfate sulfotransferase 1) (N-HSST 1) ([Heparan sulfate]-glucosamine N-sulfotransferase 1) (HSNST 1) [Includes: Heparan sulfate N-deacetylase 1 (EC 3.5.1.-); Heparan sulfate N-sulfotransferase 1 (EC 2.8.2.8)],NDST1 HSST HSST1,Homo sapiens (Human),882
O14492,O14492,reviewed,SH2B2_HUMAN,SH2B adapter protein 2 (Adapter protein with pleckstrin homology and Src homology 2 domains) (SH2 and PH domain-containing adapter protein APS),SH2B2 APS,Homo sapiens (Human),632
P00549,P00549,reviewed,KPYK1_YEAST,Pyruvate kinase 1 (PK 1) (EC 2.7.1.40) (cell division cycle protein 19),CDC19 PYK1 YAL038W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),500
BCL9_HUMAN,O00512,reviewed,BCL9_HUMAN,B-cell CLL/lymphoma 9 protein (B-cell lymphoma 9 protein) (Bcl-9) (Protein legless homolog),BCL9,Homo sapiens (Human),1426
P0A017,P0A017,reviewed,DYR_STAAU,Dihydrofolate reductase (DHFR) (EC 1.5.1.3),folA,Staphylococcus aureus,159
P16790,P16790,reviewed,VPAP_HCMVA,DNA polymerase processivity factor (Polymerase accessory protein) (PAP) (Protein ICP36),UL44,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),433
Q58505,Q58505,reviewed,TRKA_METJA,Trk system potassium uptake protein TrkA homolog (K(+)-uptake protein TrkA homolog),trkA MJ1105,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),218
P28834,P28834,reviewed,IDH1_YEAST,"Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase) (NAD(+)-specific ICDH)",IDH1 YNL037C N2690,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),360
P58989,P58989,reviewed,CRA1_HOMGA,Crustacyanin-A1 subunit,,Homarus gammarus (European lobster) (Homarus vulgaris),181
P69910,P69910,reviewed,DCEB_ECOLI,Glutamate decarboxylase beta (GAD-beta) (EC 4.1.1.15),gadB b1493 JW1488,Escherichia coli (strain K12),466
P00799,P00799,reviewed,CARP_RHIMI,Mucorpepsin (EC 3.4.23.23) (Mucor rennin),,Rhizomucor miehei,430
Q43077,Q43077,reviewed,AMO_PEA,Primary amine oxidase (EC 1.4.3.21) (Amine oxidase [copper-containing]),,Pisum sativum (Garden pea) (Lathyrus oleraceus),674
Q55013,Q55013,reviewed,CY550_SYNY3,Photosystem II extrinsic protein V (PsbV) (Cytochrome c-550) (Cytochrome c549) (Cytochrome c550) (Low-potential cytochrome c),psbV petK sll0258,Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa),160
P13340,P13340,reviewed,END7_BPT4,Recombination endonuclease VII (Endo VII) (EC 3.1.-.-) (Gene product 49) (gp49),49,Enterobacteria phage T4 (Bacteriophage T4),157
ANXA1_HUMAN,P04083,reviewed,ANXA1_HUMAN,Annexin A1 (Annexin I) (Annexin-1) (Calpactin II) (Calpactin-2) (Chromobindin-9) (Lipocortin I) (Phospholipase A2 inhibitory protein) (p35) [Cleaved into: Annexin Ac2-26],ANXA1 ANX1 LPC1,Homo sapiens (Human),346
Q9NSY2,Q9NSY2,reviewed,STAR5_HUMAN,StAR-related lipid transfer protein 5 (START domain-containing protein 5) (StARD5),STARD5,Homo sapiens (Human),213
P46669,P46669,reviewed,RPA43_YEAST,DNA-directed RNA polymerase I subunit RPA43 (A43) (DNA-directed DNA-dependent RNA polymerase 36 kDa polypeptide),RPA43 RRN12 YOR340C O6271,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),326
P50097,P50097,reviewed,IMDH_TRIFO,Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205),IMPDH,Tritrichomonas foetus (Trichomonas foetus) (Tritrichomonas suis),503
P24095,P24095,reviewed,LOXX_SOYBN,Seed linoleate 9S-lipoxygenase (EC 1.13.11.58) (Lipoxygenase),LOX1.4 SC514,Glycine max (Soybean) (Glycine hispida),864
P01825,P01825,reviewed,HV459_HUMAN,Immunoglobulin heavy variable 4-59 (Ig heavy chain V-II region NEWM),IGHV4-59,Homo sapiens (Human),116
P0A0A5,P0A0A5,reviewed,FEMA_STAAU,Aminoacyltransferase FemA (EC 2.3.2.17) (Factor essential for expression of methicillin resistance A) (N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-(N6-glycyl)-D-alanyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine:glycine glycyltransferase),femA,Staphylococcus aureus,420
P07598,P07598,reviewed,PHFL_NITV2,Periplasmic [Fe] hydrogenase large subunit (EC 1.12.7.2) (Fe hydrogenlyase),hydA DVU_1769,Nitratidesulfovibrio vulgaris (strain ATCC 29579 / DSM 644 / CCUG 34227 / NCIMB 8303 / VKM B-1760 / Hildenborough) (Desulfovibrio vulgaris),421
P22472,P22472,reviewed,P3_RDVA,Outer capsid protein P3 (Core protein P3),,Rice dwarf virus (isolate Akita) (RDV),1019
P0C5B9,P9WQP0,reviewed,A85B_MYCTO,Diacylglycerol acyltransferase/mycolyltransferase Ag85B (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (30 kDa extracellular protein) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex B) (85B) (Ag85B) (Extracellular alpha-antigen) (Fibronectin-binding protein B) (Fbps B),fbpB MT1934,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),325
P0C5B9,P9WQP1,reviewed,A85B_MYCTU,Diacylglycerol acyltransferase/mycolyltransferase Ag85B (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (30 kDa extracellular protein) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex B) (85B) (Ag85B) (Extracellular alpha-antigen) (Fibronectin-binding protein B) (Fbps B),fbpB Rv1886c MTCY180.32,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),325
CD3E_HUMAN,P07766,reviewed,CD3E_HUMAN,T-cell surface glycoprotein CD3 epsilon chain (T-cell surface antigen T3/Leu-4 epsilon chain) (CD antigen CD3e),CD3E T3E,Homo sapiens (Human),207
INSR_HUMAN,P06213,reviewed,INSR_HUMAN,Insulin receptor (IR) (EC 2.7.10.1) (CD antigen CD220) [Cleaved into: Insulin receptor subunit alpha; Insulin receptor subunit beta],INSR,Homo sapiens (Human),1382
Q9V3D4,Q9V3D4,reviewed,IDGF2_DROME,Chitinase-like protein Idgf2 (Imaginal disk growth factor protein 2),Idgf2 CG4475,Drosophila melanogaster (Fruit fly),440
Q9M5P4,Q9M5P4,reviewed,CRS2_MAIZE,"Chloroplastic group IIB intron splicing facilitator CRS2, chloroplastic (Chloroplastic RNA splicing factor 2) (Protein CHLOROPLAST RNA SPLICING 2)",CRS2,Zea mays (Maize),256
Q7SID2,Q7SID2,reviewed,NHAA_PSETH,Cobalt-containing nitrile hydratase subunit alpha (L-NHase) (L-nitrilase) (EC 4.2.1.84),,Pseudonocardia thermophila,204
P09543,P09543,reviewed,CN37_HUMAN,"2',3'-cyclic-nucleotide 3'-phosphodiesterase (CNP) (CNPase) (EC 3.1.4.37)",CNP,Homo sapiens (Human),421
Q45515,Q45515,reviewed,HYDA_GEOSE,D-hydantoinase (EC 3.5.2.-),,Geobacillus stearothermophilus (Bacillus stearothermophilus),471
P30074,P30074,reviewed,CHS2_MEDSA,Chalcone synthase 2 (EC 2.3.1.74) (Naringenin-chalcone synthase 2),CHS2,Medicago sativa (Alfalfa),389
P25052,P25052,reviewed,TENA_BACSU,Aminopyrimidine aminohydrolase (EC 3.5.99.2) (4-amino-5-aminomethyl-2-methylpyrimidine hydrolase) (Thiaminase II),tenA BSU11650,Bacillus subtilis (strain 168),236
P30041,P30041,reviewed,PRDX6_HUMAN,Peroxiredoxin-6 (EC 1.11.1.27) (1-Cys peroxiredoxin) (1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Antioxidant protein 2) (Glutathione-dependent peroxiredoxin) (Liver 2D page spot 40) (Lysophosphatidylcholine acyltransferase 5) (LPC acyltransferase 5) (LPCAT-5) (Lyso-PC acyltransferase 5) (EC 2.3.1.23) (Non-selenium glutathione peroxidase) (NSGPx) (Red blood cells page spot 12),PRDX6 AOP2 KIAA0106,Homo sapiens (Human),224
P00504,P00504,reviewed,AATC_CHICK,"Aspartate aminotransferase, cytoplasmic (cAspAT) (EC 2.6.1.1) (EC 2.6.1.3) (Cysteine aminotransferase, cytoplasmic) (Cysteine transaminase, cytoplasmic) (cCAT) (Glutamate oxaloacetate transaminase 1) (Transaminase A)",GOT1,Gallus gallus (Chicken),412
P35521,P35521,reviewed,ICLN_CANLF,"Methylosome subunit pICln (Chloride channel, nucleotide sensitive 1A) (Chloride conductance regulatory protein ICln) (I(Cln))",CLNS1A ICLN,Canis lupus familiaris (Dog) (Canis familiaris),235
P31100,P31100,reviewed,PA2A7_DABSI,Acidic phospholipase A2 RV-7 (svPLA2) (EC 3.1.1.4) (F7) (Phosphatidylcholine 2-acylhydrolase) (Phospholipase A2 inhibitor) (S4) (Viperotoxin F) (Viperotoxin non-toxic acidic component),,Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis),138
Q9JWM8,Q9JWM8,reviewed,MSRAB_NEIMA,Peptide methionine sulfoxide reductase MsrA/MsrB [Includes: Thioredoxin; Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase); Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12) (Peptide-methionine (R)-S-oxide reductase)],msrAB pilB NMA0290,Neisseria meningitidis serogroup A / serotype 4A (strain DSM 15465 / Z2491),522
P43099,P43099,reviewed,DCOR_LACS3,Inducible ornithine decarboxylase (ODC) (EC 4.1.1.17),odcI,Lactobacillus sp. (strain 30a),731
P39830,P39830,reviewed,YBAL_ECOLI,Putative cation/proton antiporter YbaL,ybaL ylaA b0478 JW0467,Escherichia coli (strain K12),558
P39315,P39315,reviewed,QOR2_ECOLI,Quinone oxidoreductase 2 (EC 1.6.5.2),qorB qor2 ytfG b4211 JW4169,Escherichia coli (strain K12),286
P0AE50,P0AE50,reviewed,YTFP_ECO57,Gamma-glutamylcyclotransferase family protein YtfP,ytfP Z5833 ECs5200,Escherichia coli O157:H7,113
Q6SLM1,Q6SLM1,reviewed,PA2B5_BUNCE,Basic phospholipase A2 2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),,Bungarus caeruleus (Indian krait),137
P61769,P61769,reviewed,B2MG_HUMAN,Beta-2-microglobulin [Cleaved into: Beta-2-microglobulin form pI 5.3],B2M CDABP0092 HDCMA22P,Homo sapiens (Human),119
P16099,P16099,reviewed,DHTM_METME,Trimethylamine dehydrogenase (TMADh) (EC 1.5.8.2),tmd,Methylophilus methylotrophus (Bacterium W3A1),730
P0AE73,P0AE73,reviewed,MAZE_ECO57,Antitoxin MazE,mazE chpAI chpR Z4098 ECs3643,Escherichia coli O157:H7,82
P00147,P00147,reviewed,CYCP_RHOCA,Cytochrome c',,Rhodobacter capsulatus (Rhodopseudomonas capsulata),129
