From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Names
P06616,P06616,reviewed,ERA_ECOLI,GTPase Era (ERA) (GTP-binding protein Era),era rbaA sdgE b2566 JW2550,Escherichia coli (strain K12),301,era
Q01852,Q01852,reviewed,TIM44_YEAST,Mitochondrial import inner membrane translocase subunit TIM44 (Inner membrane import site protein 45) (ISP45) (Membrane import machinery protein MIM44) (Mitochondrial protein import protein 1),TIM44 ISP45 MIM44 MPI1 YIL022W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),431,TIM44
Q8GY31,Q8GY31,reviewed,CDC25_ARATH,Dual specificity phosphatase Cdc25 (EC 3.1.3.48) (Arath;CDC25) (Arsenate reductase) (AtASR) (Arsenate reductase 2) (EC 1.20.4.1) (Sulfurtransferase 5) (AtStr5),CDC25 ACR2 ASR STR5 At5g03455 F12E4_220,Arabidopsis thaliana (Mouse-ear cress),146,CDC25
P00142,P00142,reviewed,CYCP_RUBGE,Cytochrome c',,Rubrivivax gelatinosus (Rhodocyclus gelatinosus) (Rhodopseudomonas gelatinosa),129,
P11558,P11558,reviewed,MCRA_METTM,Methyl-coenzyme M reductase I subunit alpha (MCR I alpha) (EC 2.8.4.1) (Coenzyme-B sulfoethylthiotransferase alpha),mcrA MTBMA_c15480,Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg) (Methanobacterium thermoautotrophicum),550,mcrA
O07247,P9WP16,reviewed,DCDB_MYCTO,"dCTP deaminase, dUMP-forming (EC 3.5.4.30) (Bifunctional dCTP deaminase:dUTPase) (DCD-DUT)",dcd MT0336,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),190,dcd
O07247,P9WP17,reviewed,DCDB_MYCTU,"dCTP deaminase, dUMP-forming (EC 3.5.4.30) (Bifunctional dCTP deaminase:dUTPase) (DCD-DUT)",dcd Rv0321 MTCY63.26,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),190,dcd
Q6NVY1,Q6NVY1,reviewed,HIBCH_HUMAN,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (HIB-CoA hydrolase) (HIBYL-CoA-H)",HIBCH,Homo sapiens (Human),386,HIBCH
Q56WD9,Q56WD9,reviewed,THIK2_ARATH,"3-ketoacyl-CoA thiolase 2, peroxisomal (EC 2.3.1.16) (Acetyl-CoA acyltransferase 2) (Beta-ketothiolase 2) (Peroxisomal 3-oxoacyl-CoA thiolase 2) (Peroxisome defective protein 1)",PED1 KAT2 At2g33150 F25I18.11,Arabidopsis thaliana (Mouse-ear cress),462,PED1
P0ABS8,P0ABS8,reviewed,HOLE_ECOLI,DNA polymerase III subunit theta (EC 2.7.7.7),holE b1842 JW1831,Escherichia coli (strain K12),76,holE
P50250,P50250,reviewed,SAHH_PLAF7,Adenosylhomocysteinase (AdoHcyase) (EC 3.13.2.1) (PfSAHH) (S-adenosyl-L-homocysteine hydrolase),PFE1050w,Plasmodium falciparum (isolate 3D7),479,PFE1050w
P04084,P04084,reviewed,PA2HA_VIPAE,Acidic phospholipase A2 homolog vipoxin A chain (svPLA2 homolog) (Acidic phospholipase A2 inhibitor vipoxin A chain) (Vipoxin acidic component) (VAC) (Vipoxin non-toxic component),,Vipera ammodytes meridionalis (Eastern sand viper),122,
P0ACI0,P0ACI0,reviewed,ROB_ECOLI,Right origin-binding protein,rob b4396 JW4359,Escherichia coli (strain K12),289,rob
Q9X1R4,Q9X1R4,reviewed,SECA_THEMA,Protein translocase subunit SecA (EC 7.4.2.8),secA TM_1578,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),871,secA
P19909,P19909,reviewed,SPG2_STRSG,Immunoglobulin G-binding protein G (IgG-binding protein G),spg,Streptococcus sp. group G,593,spg
P18868,P18868,reviewed,SODF_METTH,Superoxide dismutase [Fe] (EC 1.15.1.1),sod MTH_160,Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum),205,sod
P06148,P06148,reviewed,HBF1_URECA,Hemoglobin F-I,,Urechis caupo (Innkeeper worm) (Spoonworm),142,
Q58924,Q58924,reviewed,OGT_METJA,Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase),ogt MJ1529,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),167,ogt
P15941,P15941,reviewed,MUC1_HUMAN,Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)],MUC1 PUM,Homo sapiens (Human),1255,MUC1
P19821,P19821,reviewed,DPO1_THEAQ,"DNA polymerase I, thermostable (EC 2.7.7.7) (Taq polymerase 1)",polA pol1,Thermus aquaticus,832,polA
P28313,P28313,reviewed,PER_ARTRA,Peroxidase (EC 1.11.1.7),,Arthromyces ramosus,364,
P45446,P45446,reviewed,RORB_RAT,Nuclear receptor ROR-beta (Nuclear receptor RZR-beta) (Nuclear receptor subfamily 1 group F member 2) (Retinoid-related orphan receptor-beta),Rorb Nr1f2 Rzrb,Rattus norvegicus (Rat),470,Rorb
O28301,O28301,reviewed,CUTA_ARCFU,Divalent-cation tolerance protein CutA,cutA AF_1978,Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16),102,cutA
Q9VYX7,Q9VYX7,reviewed,PGPSA_DROME,Peptidoglycan-recognition protein SA (EC 3.4.17.13) (Protein semmelweis),PGRP-SA seml CG11709,Drosophila melanogaster (Fruit fly),203,PGRP-SA
P0A6G9,P0A6G9,reviewed,CLPP_ECO57,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp),clpP lopP Z0542 ECs0491,Escherichia coli O157:H7,207,clpP
Q7M419,Q7M419,reviewed,GLBA1_OLIMA,Extracellular giant hemoglobin major globin subunit A1 (Major globin chain b),ghbA1,Oligobrachia mashikoi (Beard worm),156,ghbA1
O66440,O66440,reviewed,AROD_AQUAE,3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1),aroD aq_021,Aquifex aeolicus (strain VF5),219,aroD
P04745,P0DUB6,reviewed,AMY1A_HUMAN,"Alpha-amylase 1A (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase 1) (Salivary alpha-amylase)",AMY1A AMY1,Homo sapiens (Human),511,AMY1A
P04745,P0DTE7,reviewed,AMY1B_HUMAN,Alpha-amylase 1B (EC 3.2.1.1),AMY1B AMY1,Homo sapiens (Human),511,AMY1B
P04745,P0DTE8,reviewed,AMY1C_HUMAN,Alpha-amylase 1C (EC 3.2.1.1),AMY1C AMY1,Homo sapiens (Human),511,AMY1C
P44539,P44539,reviewed,NANA_HAEIN,N-acetylneuraminate lyase (NAL) (Neu5Ac lyase) (EC 4.1.3.3) (N-acetylneuraminate pyruvate-lyase) (N-acetylneuraminic acid aldolase) (Sialate lyase) (Sialic acid aldolase) (Sialic acid lyase),nanA HI_0142,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),293,nanA
Q8U094,Q8U094,reviewed,TRPA_PYRFU,Tryptophan synthase alpha chain (EC 4.2.1.20),trpA PF1705,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),248,trpA
P82950,P82950,reviewed,PA2HB_METNM,Basic phospholipase A2 homolog (svPLA2 homolog) (Myotoxin II),,Metlapilcoatlus nummifer (Mexican jumping pitviper) (Atropoides nummifer),121,
RAN_HUMAN,P62826,reviewed,RAN_HUMAN,GTP-binding nuclear protein Ran (EC 3.6.5.-) (Androgen receptor-associated protein 24) (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein),RAN ARA24 OK/SW-cl.81,Homo sapiens (Human),216,RAN
Q9BWD1,Q9BWD1,reviewed,THIC_HUMAN,"Acetyl-CoA acetyltransferase, cytosolic (EC 2.3.1.9) (Acetyl-CoA transferase-like protein) (Cytosolic acetoacetyl-CoA thiolase)",ACAT2 ACTL,Homo sapiens (Human),397,ACAT2
CYTC_HUMAN,P01034,reviewed,CYTC_HUMAN,Cystatin-C (Cystatin-3) (Gamma-trace) (Neuroendocrine basic polypeptide) (Post-gamma-globulin),CST3,Homo sapiens (Human),146,CST3
P43558,P43558,reviewed,OTU1_YEAST,Ubiquitin thioesterase OTU1 (EC 3.4.19.12) (OTU domain-containing protein 1),OTU1 YFL044C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),301,OTU1
Q08602,Q08602,reviewed,PGTA_RAT,Geranylgeranyl transferase type-2 subunit alpha (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit alpha) (Rab geranyl-geranyltransferase subunit alpha) (Rab GG transferase alpha) (Rab GGTase alpha) (Rab geranylgeranyltransferase subunit alpha),Rabggta Ggta,Rattus norvegicus (Rat),567,Rabggta
Q50EL0,Q50EL0,reviewed,DMAW_ASPFU,Tryptophan dimethylallyltransferase (EC 2.5.1.34) (4-dimethylallyltryptophan synthase) (All-trans-hexaprenyl-diphosphate synthase) (L-tryptophan dimethylallyl transferase) (DMATS),dmaW fgaPT2 AFUA_2G18040,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata),459,dmaW
O30409,O30409,reviewed,TYCC_BREPA,Tyrocidine synthase 3 (Tyrocidine synthase III) [Includes: ATP-dependent asparagine adenylase (AsnA) (Asparagine activase); ATP-dependent glutamine adenylase (GlnA) (Glutamine activase); ATP-dependent tyrosine adenylase (TyrA) (Tyrosine activase); ATP-dependent valine adenylase (ValA) (Valine activase); ATP-dependent ornithine adenylase (OrnA) (Ornithine activase); ATP-dependent leucine adenylase (LeuA) (Leucine activase)],tycC,Brevibacillus parabrevis,6486,tycC
P07636,P07636,reviewed,TNPA_BPMU,DDE-recombinase A (EC 3.1.22.-) (EC 6.5.1.-) (DDE-transposase A) (Gene product 03) (gp03) (Gene product A) (gpA) (MuA),A Mup03,Escherichia phage Mu (Bacteriophage Mu),663,A
P23110,P23110,reviewed,2SS8_HELAN,Albumin-8 (Methionine-rich 2S protein) (SFA8),,Helianthus annuus (Common sunflower),141,
Q9LAK3,Q9LAK3,unreviewed,Q9LAK3_CAMJU,"Alpha-2,3-/2,8-sialyltransferase (Alpha-2,3/8-sialyltransferase)",cst-II,Campylobacter jejuni,291,cst-II
Q7TBN9,P0DOF3,reviewed,NCAP_RABVE,Nucleoprotein (NP) (Nucleocapsid protein) (Protein N),N,Rabies virus (strain ERA) (RABV),450,N
Q7TBN9,P16285,reviewed,NCAP_RABVS,Nucleoprotein (NP) (Nucleocapsid protein) (Protein N),N,Rabies virus (strain SAD B19) (RABV),450,N
P26788,P26788,reviewed,LEG1_CONMY,Congerin-1 (Beta-galactoside-binding lectin 1) (Congerin I),,Conger myriaster (Conger eel),135,
MTG8_HUMAN,Q06455,reviewed,MTG8_HUMAN,Protein CBFA2T1 (Cyclin-D-related protein) (Eight twenty one protein) (Protein ETO) (Protein MTG8) (Zinc finger MYND domain-containing protein 2),RUNX1T1 AML1T1 CBFA2T1 CDR ETO MTG8 ZMYND2,Homo sapiens (Human),604,RUNX1T1
P14429,P14429,reviewed,HA17_MOUSE,"H-2 class I histocompatibility antigen, Q7 alpha chain (QA-2 antigen)",H2-Q7,Mus musculus (Mouse),334,H2-Q7
P00045,P00045,reviewed,CYC7_YEAST,Cytochrome c isoform 2 (Iso-2-cytochrome c) (Cytochrome c hypoxic isoform),CYC7 CYP3 YEL039C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),113,CYC7
P40969,P40969,reviewed,CBF3B_YEAST,Centromere DNA-binding protein complex CBF3 subunit B (Centromere protein 3),CEP3 CBF3 CBF3B CSL1 YMR168C YM8520.17C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),608,CEP3
Q8EBZ9,Q8EBZ9,reviewed,Y3346_SHEON,UPF0301 protein SO_3346,SO_3346,Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1),187,SO_3346
Q9CQ48,Q9CQ48,reviewed,NUDC2_MOUSE,NudC domain-containing protein 2,Nudcd2 D11Ertd603e,Mus musculus (Mouse),157,Nudcd2
Q92540,Q92540,reviewed,SMG7_HUMAN,Nonsense-mediated mRNA decay factor SMG7 (SMG-7 homolog) (hSMG-7),SMG7 C1orf16 EST1C KIAA0250,Homo sapiens (Human),1137,SMG7
P0A8U6,P0A8U6,reviewed,METJ_ECOLI,Met repressor (Met regulon regulatory protein MetJ),metJ b3938 JW3909,Escherichia coli (strain K12),105,metJ
P52700,P52700,reviewed,BLA1_STEMA,Metallo-beta-lactamase L1 type 3 (EC 3.5.2.6) (B3 metallo-beta-lactamase) (Beta-lactamase type III) (Metallo-beta-lactamase L1 type III) (Penicillinase),,Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia),290,
Q29451,Q29451,reviewed,MA2B1_BOVIN,Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B) [Cleaved into: Lysosomal alpha-mannosidase A peptide; Lysosomal alpha-mannosidase B peptide; Lysosomal alpha-mannosidase C peptide; Lysosomal alpha-mannosidase D peptide; Lysosomal alpha-mannosidase E peptide],MAN2B1 MANB,Bos taurus (Bovine),999,MAN2B1
P29082,P29082,reviewed,SOR_ACIAM,Sulfur oxygenase/reductase (EC 1.13.11.55) (Sulfur oxygenase reductase) (SOR),sor,Acidianus ambivalens (Desulfurolobus ambivalens),309,sor
ESR1_HUMAN,P03372,reviewed,ESR1_HUMAN,Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1),ESR1 ESR NR3A1,Homo sapiens (Human),595,ESR1
P81238,P81238,reviewed,SHP_CERS4,Cytochrome c-type protein SHP (Oxygen-binding heme protein) (Sphaeroides heme protein),shp RHOS4_06040 RSP_2021,Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.) (Rhodobacter sphaeroides),129,shp
Q4L5E3,Q4L5E3,reviewed,SYFA_STAHJ,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),pheS SH1823,Staphylococcus haemolyticus (strain JCSC1435),352,pheS
ALBU_HUMAN,P02768,reviewed,ALBU_HUMAN,Albumin,ALB GIG20 GIG42 PRO0903 PRO1708 PRO2044 PRO2619 PRO2675 UNQ696/PRO1341,Homo sapiens (Human),609,ALB
Q9BY41,Q9BY41,reviewed,HDAC8_HUMAN,Histone deacetylase 8 (HD8) (EC 3.5.1.98) (Protein deacetylase HDAC8) (EC 3.5.1.-) (Protein decrotonylase HDAC8) (EC 3.5.1.-),HDAC8 HDACL1 CDA07,Homo sapiens (Human),377,HDAC8
P0A4V2,P9WQP2,reviewed,A85A_MYCTO,Diacylglycerol acyltransferase/mycolyltransferase Ag85A (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex A) (85A) (Ag85A) (Fibronectin-binding protein A) (Fbps A),fbpA mpt44 MT3911,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),338,fbpA
P0A4V2,P9WQP3,reviewed,A85A_MYCTU,Diacylglycerol acyltransferase/mycolyltransferase Ag85A (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex A) (85A) (Ag85A) (Fibronectin-binding protein A) (Fbps A),fbpA mpt44 Rv3804c MTV026.09c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),338,fbpA
P52045,P52045,reviewed,SCPB_ECOLI,Methylmalonyl-CoA decarboxylase (MMCD) (EC 4.1.1.-) (Transcarboxylase),scpB mmcD ygfG b2919 JW2886,Escherichia coli (strain K12),261,scpB
P24473,P24473,reviewed,GSTK1_RAT,Glutathione S-transferase kappa 1 (EC 2.5.1.18) (GST 13-13) (GST class-kappa) (GSTK1-1) (rGSTK1) (Glutathione S-transferase subunit 13),Gstk1,Rattus norvegicus (Rat),226,Gstk1
P56533,P56533,reviewed,AL9A1_GADMC,4-trimethylaminobutyraldehyde dehydrogenase (TMABA-DH) (TMABADH) (EC 1.2.1.47) (Aldehyde dehydrogenase family 9 member A1) (EC 1.2.1.3) (Betaine aldehyde dehydrogenase) (BADH),aldh9A1,Gadus morhua subsp. callarias (Baltic cod) (Gadus callarias),503,aldh9A1
Q57840,Q57840,reviewed,RPO7_METJA,DNA-directed RNA polymerase subunit Rpo7 (EC 2.7.7.6) (DNA-directed RNA polymerase subunit E) (mjE) (DNA-directed RNA polymerase subunit E'),rpo7 rpoE rpoE1 MJ0397,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),187,rpo7
P42315,P42315,reviewed,SCOA_BACSU,Probable succinyl-CoA:3-ketoacid coenzyme A transferase subunit A (EC 2.8.3.5) (Succinyl-CoA:3-oxoacid CoA-transferase) (OXCT A),scoA yxjD BSU38990 N15K,Bacillus subtilis (strain 168),238,scoA
P84998,P84998,reviewed,G3P1_KLUMA,Glyceraldehyde-3-phosphate dehydrogenase 1 (GAPDH 1) (EC 1.2.1.12),GAP1,Kluyveromyces marxianus (Yeast) (Candida kefyr),329,GAP1
P10586,P10586,reviewed,PTPRF_HUMAN,Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR),PTPRF LAR,Homo sapiens (Human),1907,PTPRF
Q81X77,Q81X77,reviewed,GPMI_BACAN,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)",gpmI gpmA BA_5365 GBAA_5365 BAS4986,Bacillus anthracis,509,gpmI
P45574,P45574,reviewed,DSVA_NITV2,"Sulfite reductase, dissimilatory-type subunit alpha (Desulfoviridin subunit alpha) (Dissimilatory sulfite reductase subunit alpha) (dSiR alpha) (Hydrogensulfite reductase subunit alpha)",dsvA dsrA DVU_0402,Nitratidesulfovibrio vulgaris (strain ATCC 29579 / DSM 644 / CCUG 34227 / NCIMB 8303 / VKM B-1760 / Hildenborough) (Desulfovibrio vulgaris),437,dsvA
P07256,P07256,reviewed,QCR1_YEAST,"Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome c oxidoreductase core protein 1) (Ubiquinol-cytochrome c reductase 44 kDa protein)",COR1 QCR1 YBL045C YBL0403,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),457,COR1
P54997,P54997,reviewed,DSZB_RHOSG,2'-hydroxybiphenyl-2-sulfinate desulfinase (EC 3.13.1.3) (2-(2-hydroxyphenyl)benzenesulfinate desulfinase) (HPBS desulfinase) (Dibenzothiophene desulfurization enzyme B),dszB soxB,Rhodococcus sp. (strain ATCC 53968 / IGTS8),365,dszB
AOFA_HUMAN,P21397,reviewed,AOFA_HUMAN,Amine oxidase [flavin-containing] A (EC 1.4.3.21) (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A),MAOA,Homo sapiens (Human),527,MAOA
P54370,P54370,reviewed,OAZ1_RAT,Ornithine decarboxylase antizyme 1 (ODC-Az),Oaz1 Oaz,Rattus norvegicus (Rat),227,Oaz1
Q56308,Q56308,reviewed,PIMT_THEMA,Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl methyltransferase) (Protein-beta-aspartate methyltransferase) (PIMT),pcm TM_0704,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),317,pcm
P50740,P50740,reviewed,IDI2_BACSU,Isopentenyl-diphosphate delta-isomerase (IPP isomerase) (EC 5.3.3.2) (Isopentenyl diphosphate:dimethylallyl diphosphate isomerase) (Isopentenyl pyrophosphate isomerase) (Type 2 isopentenyl diphosphate isomerase) (IDI-2),fni idi ypgA BSU22870,Bacillus subtilis (strain 168),349,fni
P35021,P35021,reviewed,EF1A_SACS2,Elongation factor 1-alpha (EF-1-alpha) (Elongation factor Tu) (EF-Tu),tuf tef1 SSO0216,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus),435,tuf
P31100,P31100,reviewed,PA2A7_DABSI,Acidic phospholipase A2 RV-7 (svPLA2) (EC 3.1.1.4) (F7) (Phosphatidylcholine 2-acylhydrolase) (Phospholipase A2 inhibitor) (S4) (Viperotoxin F) (Viperotoxin non-toxic acidic component),,Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis),138,
P04776,P04776,reviewed,GLYG1_SOYBN,Glycinin G1 (Glycinin 11S G1) (Glycinin A1aB1b) (allergen Gly m 6) [Cleaved into: Glycinin A1a subunit (Glycinin acidic 1a subunit); Glycinin Bx subunit (Glycinin basic x subunit) (Glycinin B1b subunit) (Glycinin basic 1b subunit)],GY1 Glyma03g32030,Glycine max (Soybean) (Glycine hispida),495,GY1
P0A8Y3,P0A8Y3,reviewed,YIHX_ECOLI,Alpha-D-glucose 1-phosphate phosphatase YihX (Alpha-D-glucose-1-P phosphatase) (EC 3.1.3.10) (Alpha-D-glucose-1-phosphatase) (Haloacid dehalogenase-like phosphatase 4) (HAD4),yihX b3885 JW5566,Escherichia coli (strain K12),199,yihX
P81040,P81040,reviewed,CYCX_DESDA,Split-Soret cytochrome c,Ddes_2150,Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949 / MB),279,Ddes_2150
P32664,P32664,reviewed,NUDC_ECOLI,NAD-capped RNA hydrolase NudC (DeNADding enzyme NudC) (EC 3.6.1.-) (NADH pyrophosphatase) (EC 3.6.1.22),nudC yjaD b3996 JW5548,Escherichia coli (strain K12),257,nudC
HMOX1_HUMAN,P09601,reviewed,HMOX1_HUMAN,Heme oxygenase 1 (HO-1) (EC 1.14.14.18) [Cleaved into: Heme oxygenase 1 soluble form],HMOX1 HO HO1,Homo sapiens (Human),288,HMOX1
Q01574,Q01574,reviewed,ACS1_YEAST,Acetyl-coenzyme A synthetase 1 (EC 6.2.1.1) (Acetate--CoA ligase 1) (Acyl-activating enzyme 1),ACS1 YAL054C FUN44,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),713,ACS1
Q9Y765,Q9Y765,reviewed,FNTA_CANAX,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha (EC 2.5.1.58) (EC 2.5.1.59) (CAAX farnesyltransferase subunit alpha) (FTase-alpha) (Ras proteins prenyltransferase subunit alpha) (Type I protein geranyl-geranyltransferase subunit alpha) (GGTase-I-alpha),RAM2,Candida albicans (Yeast),306,RAM2
P47736,P47736,reviewed,RPGP1_HUMAN,Rap1 GTPase-activating protein 1 (Rap1GAP) (Rap1GAP1),RAP1GAP KIAA0474 RAP1GA1,Homo sapiens (Human),663,RAP1GAP
O84866,O84866,reviewed,Y858_CHLTR,Protein CT_858,CT_858,Chlamydia trachomatis serovar D (strain ATCC VR-885 / DSM 19411 / UW-3/Cx),601,CT_858
P0AFB1,P0AFB1,reviewed,NLPI_ECOLI,Lipoprotein NlpI,nlpI yhbM b3163 JW3132,Escherichia coli (strain K12),294,nlpI
P0AFY9,P0AFY9,reviewed,SEQA_ECOL6,Negative modulator of initiation of replication,seqA c0774,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),181,seqA
P10515,P10515,reviewed,ODP2_HUMAN,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (70 kDa mitochondrial autoantigen of primary biliary cirrhosis) (PBC) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (M2 antigen complex 70 kDa subunit) (Pyruvate dehydrogenase complex component E2) (PDC-E2) (PDCE2)",DLAT DLTA,Homo sapiens (Human),647,DLAT
P0A0Z8,P0A0Z8,reviewed,NEUA_NEIME,N-acylneuraminate cytidylyltransferase (EC 2.7.7.43) (CMP-N-acetylneuraminic acid synthase) (CMP-NeuNAc synthase) (CMP-sialic acid synthase),neuA siaB synB,Neisseria meningitidis,228,neuA
P37508,P37508,reviewed,YYAP_BACSU,Uncharacterized protein YyaP,yyaP BSU40760,Bacillus subtilis (strain 168),188,yyaP
O55013,O55013,reviewed,TPPC3_MOUSE,Trafficking protein particle complex subunit 3 (BET3 homolog),Trappc3 Bet3,Mus musculus (Mouse),180,Trappc3
P05938,P05938,reviewed,LBP_RENRE,Luciferin-binding protein (LBP),,Renilla reniformis (Sea pansy),184,
Q9YC02,Q9YC02,reviewed,RRP4_AERPE,Exosome complex component Rrp4,rrp4 APE_1448,Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1),235,rrp4
Q8LPE0,Q8LPD9,reviewed,PHOT_CHLRE,Phototropin (EC 2.7.11.1) (Blue light receptor PHOT),PHOT CHLRE_03g199000v5 CHLREDRAFT_183965,Chlamydomonas reinhardtii (Chlamydomonas smithii),749,PHOT
P02186,P02186,reviewed,MYG_ELEMA,Myoglobin (Nitrite reductase MB) (EC 1.7.-.-) (Pseudoperoxidase MB) (EC 1.11.1.-),MB,Elephas maximus (Indian elephant),154,MB
P06450,P06450,reviewed,ATPA_SPIOL,"ATP synthase subunit alpha, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)",atpA,Spinacia oleracea (Spinach),507,atpA
VTDB_HUMAN,P02774,reviewed,VTDB_HUMAN,Vitamin D-binding protein (DBP) (VDB) (Gc protein-derived macrophage activating factor) (Gc-MAF) (GcMAF) (Gc-globulin) (Group-specific component) (Gc) (Vitamin D-binding protein-macrophage activating factor) (DBP-maf),GC,Homo sapiens (Human),474,GC
