Pharma Model,Num Feature,Fit,Norm Fit,Num Hydrophobic,Num HB Acceptor,Num HB Donor,Num Positive,Num Negative,Num Aromatic,Name,Class,Uniplot,Function,Disease
2pah_B_cavity_2,12,2.865,0.2387,6,1,3,1,1,0,Phenylalanine-4-hydroxylase,HYDROXYLASE,PH4H_HUMAN,NONE,"Defects in PAH are the cause of phenylketonuria (PKU) [MIM:261600]. PKU is an autosomal recessive inborn error of phenylalanine metabolism, due to severe phenylalanine hydroxylase deficiency. It is characterized by blood concentrations of phenylalanine persistently above 1200 mumol (normal concentration 100 mumol) which usually causes mental retardation (unless low phenylalanine diet is introduced early in life). They tend to have light pigmentation, rashes similar to eczema, epilepsy, extreme hyperactivity, psychotic states and an unpleasant mousy odor.;Defects in PAH are the cause of non-phenylketonuria hyperphenylalaninemia (Non-PKU HPA) [MIM:261600]. Non-PKU HPA is a mild form of phenylalanine hydroxylase deficiency characterized by phenylalanine levels persistently below 600 mumol, which allows normal intellectual and behavioral development without treatment. Non-PKU HPA is usually caused by the combined effect of a mild hyperphenylalaninemia mutation and a severe one.;Defects in PAH are the cause of hyperphenylalaninemia (HPA) [MIM:261600]. HPA is the mildest form of phenylalanine hydroxylase deficiency."
1gvh_A_cavity_2,12,2.86,0.2383,6,3,2,0,1,0,Flavohemoprotein,NONE,P24232,Involved in oxidoreductase activity,NONE
3c3c_A_cavity_1,29,6.908,0.2382,12,6,4,1,6,0,Phosphoglycerate kinase 1,NONE,P00558,NONE,NONE
1w6h_A_cavity_1,12,2.858,0.2382,8,1,2,1,0,0,Plasmepsin-2,NONE,P46925,Involved in aspartic-type endopeptidase activity,NONE
1wz3_A_cavity_1,11,2.618,0.238,7,2,2,0,0,0,Autophagy-related protein 12b,NONE,Q9LVK3,NONE,NONE
1ihf_B_cavity_1,12,2.853,0.2378,10,1,1,0,0,0,Integration host factor subunit alpha,NONE,P0A6X7,NONE,NONE
2gez_C_cavity_1,9,2.14,0.2377,4,1,3,1,0,0,Isoaspartyl peptidase/L-asparaginase,NONE,Q9ZSD6,NONE,NONE
1jjx_A_cavity_1,9,2.14,0.2377,6,2,1,0,0,0,"Fatty acid-binding protein, brain",LIPID BINDING PROTEIN,FABP7_HUMAN,"B-FABP could be involved in the transport of a so far unknown hydrophobic ligand with potential morphogenic activity during CNS development. It is required for the establishment of the radial glial fiber system in developing brain, a system that is necess",NONE
2pif_A_cavity_1,9,2.137,0.2374,5,1,2,1,0,0,UPF0317 protein PSPTO_5379,NONE,Q87UC6,NONE,NONE
2igb_B_cavity_1,12,2.848,0.2373,6,2,2,2,0,0,Bifunctional protein pyrR,NONE,P41007,Nucleotide transport and metabolism,NONE
2ro4_B_cavity_1,12,2.847,0.2373,7,2,3,0,0,0,Transition state regulatory protein abrB,NONE,P08874,NONE,NONE
2htl_C_cavity_1,11,2.61,0.2373,8,0,3,0,0,0,H(+)/Cl(-) exchange transporter clcA,NONE,P37019,NONE,NONE
1d5a_A_cavity_5,10,2.373,0.2373,5,1,3,1,0,0,DNA polymerase,NONE,Q7SIG7,NONE,NONE
1yag_A_cavity_1,9,2.135,0.2372,5,1,2,0,1,0,Gelsolin,CONTRACTILE PROTEIN,GELS_HUMAN,"Calcium-regulated, actin-modulating protein that binds to the plus (or barbed) ends of actin monomers or filaments, preventing monomer exchange (end-blocking or capping). It can promote the assembly of monomers into filaments (nucleation) as well as sever","Defects in GSN are the cause of amyloidosis type 5 (AMYL5) [MIM:105120]; also known as familial amyloidosis Finnish type. AMYL5 is a hereditary generalized amyloidosis due to gelsolin amyloid deposition. It is typically characterized by cranial neuropathy and lattice corneal dystrophy. Most patients have modest involvement of internal organs, but severe systemic disease can develop in some individuals causing peripheral polyneuropathy, amyloid cardiomyopathy, and nephrotic syndrome leading to renal failure."
1aor_B_cavity_1,14,3.319,0.2371,7,2,2,1,2,0,Tungsten-containing aldehyde ferredoxin oxidoreductase,NONE,Q51739,Energy production and conversion,NONE
1p9h_A_cavity_1,12,2.844,0.237,7,2,3,0,0,0,Adhesin yadA,NONE,P31489,NONE,NONE
1zj9_A_cavity_1,12,2.842,0.2369,3,4,3,2,0,0,Sulfite reductase [ferredoxin],NONE,P71753,NONE,NONE
1xy0_A_cavity_1,12,2.84,0.2367,7,1,1,0,3,0,Hemoglobin subunit alpha,TRANSPORT PROTEIN,HBA_HUMAN,Involved in oxygen transport from the lung to the various peripheral tissues.,"Defects in HBA1/HBA2 may be a cause of Heinz body anemias [MIM:140700]. This is a form of non-spherocytic hemolytic anemia of Dacie type 1. After splenectomy, which has little benefit, basophilic inclusions called Heinz bodies are demonstrable in the erythrocytes. Before splenectomy, diffuse or punctate basophilia may be evident. Most of these cases are probably instances of hemoglobinopathy. The hemoglobin demonstrates heat lability. Heinz bodies are observed also with the Ivemark syndrome (asplenia with cardiovascular anomalies) and with glutathione peroxidase deficiency.;Defects in HBA1/HBA2 are the cause of alpha-thalassemia [MIM:141800, 604131]. The thalassemias are the most common monogenic diseases and occur mostly in Mediterranean and Southeast Asian populations. The hallmark of alpha-thalassemia is an imbalance in globin-chain production in the adult HbA molecule. The level of alpha chain production can range from none to very nearly normal levels. Deletion of both copies of each of the two alpha-globin genes causes alpha(0)-thalassemia, also known as homozygous alpha thalassemia. Due to the complete absence of alpha chains, the predominant fetal hemoglobin is a tetramer of gamma- chains (Bart hemoglobin) that has essentially no oxygen carrying capacity. This causes oxygen starvation in the fetal tissues leading to prenatal lethality or early neonatal death. The loss of three alpha genes results in high levels of a tetramer of four beta chains (hemoglobin H), causing a severe and life-threatening anemia known as hemoglobin H disease. Untreated, most patients die in childhood or early adolescence. The loss of two alpha genes results in mild alpha-thalassemia, also known as heterozygous alpha-thalassemia. Affected individuals have small red cells and a mild anemia (microcytosis). If three of the four alpha-globin genes are functional, individuals are completely asymptomatic. Some rare forms of alpha-thalassemia are due to point mutations (non-deletional alpha-thalassemia). The thalassemic phenotype is due to unstable globin alpha chains that are rapidly catabolized prior to formation of the alpha-beta heterotetramers.;Alpha(0)-thalassemia is associated with nonimmune hydrops fetalis [MIM:236750]. Hydrops fetalis is a generalized edema of the fetus with fluid accumulation in the body cavities."
1ua2_C_cavity_1,11,2.602,0.2366,4,1,4,2,0,0,Cell division protein kinase 7,NONE,P50613,Involved in protein kinase activity,NONE
2ebf_X_cavity_2,10,2.363,0.2363,5,2,3,0,0,0,Dermonecrotic toxin,NONE,P17452,NONE,NONE
3c8e_A_cavity_2,12,2.835,0.2362,5,2,3,1,1,0,Uncharacterized GST-like protein yghU,NONE,Q46845,NONE,NONE
2pa6_A_cavity_1,11,2.598,0.2362,8,1,2,0,0,0,Enolase,NONE,Q60173,NONE,NONE
3cc6_A_cavity_1,12,2.832,0.236,6,1,3,2,0,0,Protein tyrosine kinase 2 beta,TRANSFERASE,FAK2_HUMAN,Involved in calcium induced regulation of ion channel and activation of the map kinase signaling pathway. May represent an important signaling intermediate between neuropeptide activated receptors or neurotransmitters that increase calcium flux and the do,NONE
1g8j_A_cavity_2,12,2.832,0.236,8,2,2,0,0,0,Arsenite oxidase large subunit,NONE,Q7SIF4,NONE,NONE
2okk_A_cavity_2,12,2.832,0.236,6,1,3,1,1,0,Glutamate decarboxylase 2,NONE,Q05329,NONE,NONE
2fit_A_cavity_1,11,2.595,0.2359,5,2,2,0,2,0,Bis(5-adenosyl)-triphosphatase,NONE,P49789,Nucleotide transport and metabolism,NONE
2o8c_B_cavity_6,16,3.77,0.2356,10,2,1,3,0,0,DNA mismatch repair protein Msh2,NONE,P43246,NONE,NONE
2a5f_B_cavity_1,12,2.827,0.2356,4,3,3,2,0,0,ADP-ribosylation factor 6,NONE,P62330,NONE,NONE
1w18_B_cavity_1,12,2.824,0.2354,5,1,4,2,0,0,Levansucrase,NONE,Q43998,NONE,NONE
1sf9_A_cavity_1,10,2.354,0.2354,6,1,2,1,0,0,Uncharacterized protein yfhH,NONE,O31576,NONE,NONE
3cue_J_cavity_2,12,2.822,0.2352,8,1,2,1,0,0,Transport protein particle 23 kDa subunit,NONE,Q03784,NONE,NONE
1gg4_A_cavity_1,12,2.82,0.235,8,1,1,1,1,0,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,NONE,P11880,NONE,NONE
2glu_B_cavity_1,21,4.928,0.2347,7,4,2,1,7,0,Uncharacterized methyltransferase ycgJ,NONE,O31474,NONE,NONE
1b4m_A_cavity_1,12,2.812,0.2344,8,1,2,1,0,0,Retinol-binding protein 2,NONE,P06768,NONE,NONE
1l1o_C_cavity_1,11,2.578,0.2344,9,2,0,0,0,0,Replication protein A 14 kDa subunit,NONE,P35244,NONE,NONE
1a8j_H_cavity_1,14,3.28,0.2343,7,1,5,1,0,0,Ig lambda chain V-II region MGC,NONE,P01709,"V region of the variable domain of immunoglobulin light chains that participates in the antigen recognition (PubMed:24600447). Immunoglobulins, also known as antibodies, are membrane-bound or secreted glycoproteins produced by B lymphocytes. In the recognition phase of humoral immunity, the membrane-bound immunoglobulins serve as receptors which, upon binding of a specific antigen, trigger the clonal expansion and differentiation of B lymphocytes into immunoglobulins-secreting plasma cells. Secreted immunoglobulins mediate the effector phase of humoral immunity, which results in the elimination of bound antigens (PubMed:20176268, PubMed:22158414). The antigen binding site is formed by the variable domain of one heavy chain, together with that of its associated light chain. Thus, each immunoglobulin has two antigen binding sites with remarkable affinity for a particular antigen. The variable domains are assembled by a process called V-(D)-J rearrangement and can then be subjected to somatic hypermutations which, after exposure to antigen and selection, allow affinity maturation for a particular antigen (PubMed:17576170, PubMed:20176268).",NONE
2oo0_B_cavity_1,11,2.578,0.2343,8,0,2,0,1,0,Ornithine decarboxylase,LYASE,DCOR_HUMAN,NONE,NONE
3fyc_B_cavity_1,12,2.811,0.2342,5,3,3,1,0,0,Probable dimethyladenosine transferase,NONE,Q58435,NONE,NONE
1geg_B_cavity_1,12,2.806,0.2338,7,2,2,1,0,0,Acetoin(diacetyl) reductase,NONE,Q48436,Involved in oxidoreductase activity,NONE
1chu_A_cavity_2,12,2.803,0.2336,5,4,1,1,1,0,L-aspartate oxidase,NONE,P10902,Involved in oxidoreductase activity,NONE
3gdv_A_cavity_1,12,2.801,0.2334,7,3,1,0,1,0,Protease degS,NONE,P0AEE3,NONE,NONE
1bh9_B_cavity_2,11,2.567,0.2334,8,2,1,0,0,0,Transcription initiation factor TFIID subunit 13,NONE,Q15543,NONE,NONE
1ry3_A_cavity_1,12,2.798,0.2331,8,3,1,0,0,0,Bacteriocin carnobacteriocin B2,NONE,P38580,NONE,NONE
2uxy_A_cavity_1,28,6.519,0.2328,17,1,4,6,0,0,Aliphatic amidase,NONE,P11436,NONE,NONE
1kxv_B_cavity_1,16,3.72,0.2325,9,1,3,3,0,0,Pancreatic alpha-amylase,NONE,P00690,Carbohydrate transport and metabolism,NONE
1ygp_A_cavity_1,12,2.788,0.2323,9,1,2,0,0,0,Glycogen phosphorylase,NONE,P06738,"Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties.",NONE
2h08_A_cavity_3,9,2.086,0.2318,6,1,2,0,0,0,Ribose-phosphate pyrophosphokinase 1,NONE,P60891,NONE,NONE
2bs3_F_cavity_2,12,2.778,0.2315,11,0,1,0,0,0,Fumarate reductase flavoprotein subunit,NONE,P17412,NONE,NONE
1miu_A_cavity_1,12,2.777,0.2315,6,3,3,0,0,0,Breast cancer type 2 susceptibility protein homolog,NONE,P97929,NONE,NONE
1zvs_A_cavity_1,12,2.777,0.2314,7,1,2,2,0,0,Beta-2-microglobulin,NONE,P61769,NONE,NONE
3bhr_A_cavity_1,10,2.313,0.2313,4,1,2,2,1,0,Thymidylate synthase,NONE,P0A884,Nucleotide transport and metabolism,NONE
1drm_A_cavity_1,11,2.544,0.2312,6,2,1,1,1,0,Sensor protein fixL,NONE,P23222,Signal transduction mechanisms,NONE
1jba_A_cavity_2,12,2.773,0.2311,9,1,2,0,0,0,Guanylyl cyclase-activating protein 2,NONE,P51177,NONE,NONE
2px7_B_cavity_1,14,3.234,0.231,5,1,6,2,0,0,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,NONE,Q5SLX2,NONE,NONE
2qnj_A_cavity_1,11,2.539,0.2308,6,0,3,2,0,0,MAP/microtubule affinity-regulating kinase 3,NONE,P27448,NONE,NONE
1o9f_A_cavity_1,12,2.764,0.2303,7,0,2,2,1,0,14-3-3-like protein C,NONE,P93343,Involved in protein domain specific binding,NONE
2ia0_A_cavity_1,10,2.301,0.2301,6,2,2,0,0,0,Uncharacterized HTH-type transcriptional regulator PF0864,NONE,Q8U2H1,NONE,NONE
1r27_C_cavity_1,12,2.761,0.23,6,2,3,0,1,0,Respiratory nitrate reductase 1 alpha chain,NONE,P09152,NONE,NONE
2okj_B_cavity_1,13,2.988,0.2299,11,2,0,0,0,0,Glutamate decarboxylase 1,NONE,Q99259,NONE,NONE
3com_B_cavity_1,12,2.758,0.2299,7,1,2,2,0,0,Serine/threonine-protein kinase 4,TRANSFERASE,STK4_HUMAN,"Stress-activated, pro-apoptotic kinase which, following caspase-cleavage, enters the nucleus and induces chromatin condensation followed by internucleosomal DNA fragmentation. Phosphorylates Ser-14 of histone H2B during apoptosis. Phosphorylates FOXO3 u",NONE
2ve7_B_cavity_1,12,2.757,0.2298,9,1,2,0,0,0,Kinetochore protein NDC80 homolog,NONE,O14777,NONE,NONE
2cth_A_cavity_1,12,2.757,0.2297,10,1,1,0,0,0,Cytochrome c3,NONE,P00131,Involved in iron ion binding,NONE
2p0c_B_cavity_1,11,2.525,0.2296,6,1,3,1,0,0,Proto-oncogene tyrosine-protein kinase MER,NONE,Q12866,NONE,NONE
2dei_A_cavity_1,9,2.065,0.2295,5,1,2,1,0,0,Probable galactokinase,NONE,O58107,NONE,NONE
2ian_N_cavity_1,10,2.292,0.2292,6,0,2,1,1,0,"HLA class II histocompatibility antigen, DRB1-1 beta chain",IMMUNE SYSTEM,2B11_HUMAN,NONE,Allelic variation at the HLA-DRB1 locus is a major contributor to genetic predisposition for sarcoidosis [MIM:181000]. Sarcoidosis is a disease of unknown aetiology in which there are chronic inflammatory granulomatous lesions in lymph nodes and other organs.
1gff_1_cavity_1,12,2.749,0.2291,5,2,4,1,0,0,Capsid protein,NONE,P03642,NONE,NONE
1pg0_A_cavity_1,13,2.977,0.229,4,0,4,2,3,0,Methionyl-tRNA synthetase,NONE,P00959,"Translation, ribosomal structure and biogenesis",NONE
2b2a_A_cavity_1,11,2.519,0.229,6,1,4,0,0,0,Telomerase reverse transcriptase,NONE,O77448,NONE,NONE
1q90_B_cavity_2,10,2.289,0.2289,8,2,0,0,0,0,Apocytochrome f,NONE,P23577,Involved in iron ion binding,NONE
1qbi_A_cavity_3,12,2.745,0.2288,4,2,3,2,1,0,Quinoprotein glucose dehydrogenase B,NONE,P13650,Carbohydrate transport and metabolism,NONE
1q6y_A_cavity_1,13,2.968,0.2283,9,0,4,0,0,0,Formyl-coenzyme A transferase,NONE,P69902,NONE,NONE
2zud_A_cavity_2,12,2.739,0.2283,4,4,1,1,2,0,DNA repair and recombination protein radA,NONE,Q55075,NONE,NONE
1a4e_A_cavity_7,13,2.966,0.2282,6,2,1,0,4,0,Peroxisomal catalase A,NONE,P15202,Involved in catalase activity,NONE
3c5w_P_cavity_1,13,2.966,0.2282,7,2,2,0,2,0,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,NONE,P30153,NONE,NONE
1f06_A_cavity_2,12,2.738,0.2282,10,1,1,0,0,0,Meso-diaminopimelate D-dehydrogenase,NONE,P04964,"Involved in oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",NONE
3hae_T_cavity_1,11,2.506,0.2278,6,1,4,0,0,0,"HLA class I histocompatibility antigen, A-2 alpha chain",NONE,P01892,NONE,NONE
1gpz_B_cavity_1,12,2.732,0.2276,8,3,1,0,0,0,Complement C1r subcomponent,NONE,P00736,"C1r B chain is a serine protease that combines with C1q and C1s to form C1, the first component of the classical pathway of the complement system",NONE
1qqj_A_cavity_2,12,2.728,0.2273,8,1,1,1,1,0,Fumarylacetoacetase,NONE,P35505,"Secondary metabolites biosynthesis, transport and catabolism",NONE
1z1m_A_cavity_1,15,3.406,0.2271,10,0,4,0,1,0,E3 ubiquitin-protein ligase Mdm2,LIGASE,MDM2_HUMAN,"Inhibits TP53/p53- and TP73/p73-mediated cell cycle arrest and apoptosis by binding its transcriptional activation domain. Functions as a ubiquitin ligase E3, in the presence of E1 and E2, toward p53 and itself. Permits the nuclear export of p53 and targe","Seems to be amplified in certain tumors (including soft tissue sarcomas, osteosarcomas and gliomas). A higher frequency of splice variants lacking p53 binding domain sequences was found in late-stage and high-grade ovarian and bladder carcinomas. Four of the splice variants show loss of p53 binding."
1t1u_A_cavity_2,12,2.723,0.2269,4,0,4,3,1,0,Choline O-acetyltransferase,NONE,P32738,NONE,NONE
1uew_A_cavity_1,12,2.72,0.2267,7,1,3,1,0,0,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2",NONE,Q86UL8,NONE,NONE
2e0a_A_cavity_1,13,2.946,0.2266,7,1,2,2,1,0,"[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 4, mitochondrial",TRANSFERASE,PDK4_HUMAN,"Inhibits the mitochondrial pyruvate dehydrogenase complex by phosphorylation of the E1 alpha subunit, thus contributing to the regulation of glucose metabolism.",NONE
1spu_B_cavity_2,15,3.398,0.2265,8,0,5,2,0,0,Primary amine oxidase,NONE,P46883,"Secondary metabolites biosynthesis, transport and catabolism",NONE
1b8x_A_cavity_3,9,2.038,0.2265,5,1,3,0,0,0,Glutathione S-transferase class-mu 26 kDa isozyme,NONE,P08515,Involved in glutathione transferase activity,NONE
1fp4_A_cavity_1,13,2.942,0.2263,8,2,1,2,0,0,Nitrogenase molybdenum-iron protein alpha chain,NONE,P07328,NONE,NONE
1d0l_A_cavity_1,15,3.392,0.2261,6,4,2,2,1,0,Membrane-bound lytic murein transglycosylase B,NONE,P41052,Cell wall/membrane/envelope biogenesis,NONE
1z1s_A_cavity_1,12,2.713,0.226,8,1,1,1,1,0,Uncharacterized phzA/B-like protein PA3332,NONE,Q9HYR3,NONE,NONE
2pso_C_cavity_1,13,2.935,0.2258,7,1,3,1,1,0,StAR-related lipid transfer protein 13,NONE,Q9Y3M8,NONE,NONE
1xg5_A_cavity_1,16,3.611,0.2257,7,5,3,0,1,0,Dehydrogenase/reductase SDR family member 11,NONE,Q6UWP2,Involved in oxidoreductase activity,NONE
1wnt_C_cavity_1,12,2.708,0.2257,6,3,2,0,1,0,L-xylulose reductase,NONE,Q7Z4W1,Lipid transport and metabolism,NONE
3cx6_A_cavity_1,11,2.482,0.2257,7,2,0,2,0,0,Guanine nucleotide-binding protein subunit alpha-13,NONE,P27601,NONE,NONE
2h00_C_cavity_2,10,2.256,0.2256,4,1,4,1,0,0,Putative methyltransferase METT10D,NONE,Q86W50,NONE,NONE
2ecw_A_cavity_1,10,2.255,0.2255,6,2,1,1,0,0,Tripartite motif-containing protein 30,NONE,P15533,NONE,NONE
1w2y_A_cavity_1,13,2.929,0.2253,6,2,3,2,0,0,DUTPase,NONE,Q0P8G4,NONE,NONE
1fnn_A_cavity_1,12,2.702,0.2252,5,3,2,1,1,0,Cell division control protein 6,NONE,Q8ZYK1,Involved in nucleotide binding,NONE
2i7a_A_cavity_1,16,3.598,0.2249,6,3,1,0,0,6,Calpain-13,NONE,Q6MZZ7,NONE,NONE
2w62_A_cavity_1,13,2.924,0.2249,5,1,3,3,1,0,"1,3-beta-glucanosyltransferase GAS2",NONE,Q06135,NONE,NONE
1zyl_A_cavity_1,13,2.922,0.2248,6,2,3,1,1,0,Protein rdoA,NONE,P0C0K3,NONE,NONE
1h6w_A_cavity_3,13,2.915,0.2242,9,1,3,0,0,0,Short tail fiber protein,NONE,P10930,Structural component of the short tail fiber (baseplate),NONE
3e20_C_cavity_1,12,2.691,0.2242,5,3,3,1,0,0,Eukaryotic peptide chain release factor GTP-binding subunit,NONE,O74718,Involved in GTPase activity,NONE
2nya_A_cavity_1,13,2.913,0.2241,5,0,4,1,3,0,Periplasmic nitrate reductase,NONE,P33937,NONE,NONE
2dlb_A_cavity_1,13,2.913,0.2241,8,1,4,0,0,0,SPBc2 prophage-derived uncharacterized protein yopT,NONE,O34498,NONE,NONE
3pgh_A_cavity_3,12,2.689,0.2241,8,2,1,1,0,0,Prostaglandin G/H synthase 2,NONE,Q05769,Involved in peroxidase activity,NONE
2okq_B_cavity_2,12,2.687,0.2239,9,0,2,1,0,0,Uncharacterized protein ybaA,NONE,P0AAQ9,NONE,NONE
2d0g_A_cavity_1,9,2.014,0.2237,4,1,2,0,2,0,Neopullulanase 1,NONE,Q60053,Carbohydrate transport and metabolism,NONE
2jor_A_cavity_1,13,2.905,0.2234,10,2,1,0,0,0,Fibrinogen alpha chain,NONE,P02672,NONE,NONE
2nxn_A_cavity_1,13,2.904,0.2234,9,1,2,1,0,0,Ribosomal protein L11 methyltransferase,NONE,Q84BQ9,NONE,NONE
1q38_A_cavity_1,12,2.678,0.2232,6,3,1,0,2,0,Fibronectin,NONE,P02751,Involved in collagen binding,NONE
2nun_A_cavity_1,12,2.678,0.2231,5,1,4,2,0,0,Avirulence protein B,NONE,P13835,NONE,NONE
3dgh_A_cavity_2,13,2.897,0.2228,5,3,3,2,0,0,"Thioredoxin reductase 1, mitochondrial",NONE,P91938,NONE,NONE
3ga7_A_cavity_2,12,2.674,0.2228,7,1,3,0,1,0,Acetyl esterase,NONE,Q8ZRA1,NONE,NONE
1jyo_F_cavity_1,11,2.448,0.2226,8,1,2,0,0,0,Chaperone protein sicP,NONE,O85300,NONE,NONE
1avf_J_cavity_4,13,2.893,0.2225,7,2,3,1,0,0,Gastricsin,NONE,P20142,NONE,NONE
2h2w_A_cavity_1,17,3.779,0.2223,5,1,3,7,1,0,Homoserine O-succinyltransferase,NONE,Q9WZY3,NONE,NONE
1urj_B_cavity_2,13,2.888,0.2221,5,2,3,3,0,0,Major DNA-binding protein,NONE,P04296,NONE,NONE
2pm7_C_cavity_1,12,2.661,0.2218,8,0,3,1,0,0,Protein transport protein SEC31,NONE,P38968,NONE,NONE
2i9b_G_cavity_1,11,2.44,0.2218,5,2,2,2,0,0,Urokinase-type plasminogen activator,HYDROLASE,UROK_HUMAN,Specifically cleave the zymogen plasminogen to form the active enzyme plasmin.,NONE
2gjr_A_cavity_2,13,2.881,0.2216,5,1,3,2,2,0,"Glucan 1,4-alpha-maltohexaosidase",NONE,P19571,Carbohydrate transport and metabolism,NONE
1fcd_D_cavity_2,13,2.878,0.2214,7,1,3,0,2,0,Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain,NONE,Q06530,NONE,NONE
1x8d_D_cavity_2,10,2.213,0.2213,6,1,2,0,1,0,L-rhamnose mutarotase,NONE,P32156,NONE,NONE
1ufz_A_cavity_1,12,2.654,0.2211,8,2,1,1,0,0,HBS1-like protein,NONE,Q69ZS7,NONE,NONE
2g02_A_cavity_1,13,2.873,0.221,7,1,2,1,2,0,Nisin biosynthesis protein nisC,NONE,Q03202,NONE,NONE
1jof_C_cavity_1,13,2.872,0.2209,8,1,4,0,0,0,"Carboxy-cis,cis-muconate cyclase",NONE,P38677,Carbohydrate transport and metabolism,NONE
2oca_A_cavity_1,12,2.651,0.2209,5,2,2,1,2,0,ATP-dependent DNA helicase uvsW,NONE,P20703,NONE,NONE
2e2l_E_cavity_1,40,8.831,0.2208,22,2,7,9,0,0,Formamidase,NONE,O25836,NONE,NONE
1sr8_A_cavity_1,13,2.87,0.2208,8,2,1,0,2,0,Putative cobalt-precorrin-6A synthase [deacetylating],NONE,O29535,NONE,NONE
3dwl_B_cavity_1,12,2.646,0.2205,9,1,0,1,1,0,Actin-related protein 3,NONE,P32390,NONE,NONE
1jpy_Y_cavity_1,13,2.866,0.2204,10,0,3,0,0,0,Interleukin-17F,IMMUNE SYSTEM,IL17F_HUMAN,"Stimulates the production of other cytokines such as IL- 6, IL-8 and granulocyte colony-stimulating factor, and can regulate cartilage matrix turnover. Stimulates PBMC and T-cell proliferation. Inhibits angiogenesis.",NONE
1ngk_F_cavity_1,13,2.864,0.2203,8,3,1,0,1,0,Hemoglobin-like protein HbO,NONE,P0A595,Involved in oxygen binding,NONE
1tf4_B_cavity_1,12,2.642,0.2202,6,0,3,2,1,0,Endoglucanase E-4,NONE,P26221,Involved in catalytic activity,NONE
2j4c_A_cavity_1,11,2.42,0.22,6,1,3,1,0,0,Cholinesterase,HYDROLASE,CHLE_HUMAN,NONE,"Defects in BCHE are the cause of butyrylcholinesterase deficiency (BChE deficiency) [MIM:177400]. BChE deficiency is a metabolic disorder characterized by prolonged apnoea after the use of certain anesthetic drugs, including the muscle relaxants succinylcholine or mivacurium and other ester local anesthetics. The duration of the prolonged apnoea varies significantly depending on the extent of the enzyme deficiency. BChE deficiency is a multifactorial disorder. The hereditary condition is transmitted as an autosomal recessive trait."
2ys5_A_cavity_1,28,6.155,0.2198,10,3,6,9,0,0,ALK tyrosine kinase receptor,SIGNALING PROTEIN,ALK_HUMAN,Orphan receptor with a tyrosine-protein kinase activity. Appears to play an important role in the normal development and function of the nervous system. Phosphorylates almost exclusively at the first tyrosine of the Y-x-x-x-Y-Y motif.,A chromosomal aberration involving ALK is found in a form of non-Hodgkin lymphoma. Translocation t(2;5)(p23;q35) with NPM1. The resulting chimeric NPM1-ALK protein homodimerize and the kinase becomes constitutively activated. The constitutively active fusion proteins are responsible for 5-10% of non-Hodgkin lymphomas.;A chromosomal aberration involving ALK is associated with inflammatory myofibroblastic tumors (IMTs). Translocation t(2;11)(p23;p15) with CARS; translocation t(2;4)(p23;q21) with SEC31A.;A chromosomal aberration involving ALK is associated with anaplastic large-cell lymphoma (ALCL). Translocation t(2;17)(p23;q25) with ALO17.
1lco_A_cavity_3,13,2.857,0.2198,8,3,1,0,1,0,"Cytochrome b2, mitochondrial",NONE,P00175,Energy production and conversion,NONE
1gm9_A_cavity_1,13,2.857,0.2198,8,3,2,0,0,0,Penicillin G acylase,NONE,P06875,NONE,NONE
1k0c_C_cavity_1,12,2.637,0.2198,7,2,3,0,0,0,Protein URE2,NONE,P23202,"Posttranslational modification, protein turnover, chaperones",NONE
2w2j_A_cavity_1,13,2.856,0.2197,4,3,2,1,3,0,Carbonic anhydrase-related protein,NONE,P35219,NONE,NONE
1aif_H_cavity_1,13,2.849,0.2191,9,2,2,0,0,0,Ig kappa chain C region,NONE,P01837,NONE,NONE
1xqi_B_cavity_1,13,2.844,0.2188,5,4,2,1,1,0,Nucleoside diphosphate kinase,NONE,Q8ZWY4,NONE,NONE
1jmy_A_cavity_1,13,2.844,0.2188,11,1,0,1,0,0,Bile salt-activated lipase,HYDROLASE,CEL_HUMAN,Catalyzes fat and vitamin absorption. Acts in concert with pancreatic lipase and colipase for the complete digestion of dietary triglycerides.,"Defects in CEL are a cause of maturity-onset diabetes of the young type 8 with exocrine dysfunction (MODY8) [MIM:609812]; also known as diabetes and pancreatic exocrine dysfunction (DPED). MODY [MIM:606391] is an autosomal dominant form of diabetes mellitus. The pancreas serves both endocrine and exocrine functions. The endocrine cells are found in the islets of Langerhans. They synthesize insulin and other hormones, and are involved in the pathogenesis of diabetes mellitus. The exocrine cells produce bicarbonate and digestive enzymes and are involved in the pathogenesis of pancreatic malabsorption. The localization of the islets within exocrine pancreatic tissue is suggestive of an interdependency and cross-talk between these two cell populations in their normal and in their abnormal function."
2ged_A_cavity_1,12,2.624,0.2187,8,2,2,0,0,0,Signal recognition particle receptor subunit beta,NONE,P36057,NONE,NONE
