From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
P28793,P28793,reviewed,FADB_PSEFR,Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)],fadB faoA,Pseudomonas fragi,715
P0C5B9,P9WQP0,reviewed,A85B_MYCTO,Diacylglycerol acyltransferase/mycolyltransferase Ag85B (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (30 kDa extracellular protein) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex B) (85B) (Ag85B) (Extracellular alpha-antigen) (Fibronectin-binding protein B) (Fbps B),fbpB MT1934,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),325
P0C5B9,P9WQP1,reviewed,A85B_MYCTU,Diacylglycerol acyltransferase/mycolyltransferase Ag85B (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (30 kDa extracellular protein) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex B) (85B) (Ag85B) (Extracellular alpha-antigen) (Fibronectin-binding protein B) (Fbps B),fbpB Rv1886c MTCY180.32,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),325
P02240,P02240,reviewed,LGB2_LUPLU,Leghemoglobin-2 (LlLb2) (Leghemoglobin II),Lb2,Lupinus luteus (European yellow lupine),154
Q57646,Q57646,reviewed,CG121_METJA,Regulatory protein Cgi121 (Positive regulator of Bud32 kinase activity),cgi121 MJ0187,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),145
P0C189,P0C189,reviewed,CYC2_RHORU,Cytochrome c2,cycA,Rhodospirillum rubrum,112
SENP7_HUMAN,Q9BQF6,reviewed,SENP7_HUMAN,Sentrin-specific protease 7 (EC 3.4.22.-) (SUMO-1-specific protease 2) (Sentrin/SUMO-specific protease SENP7),SENP7 KIAA1707 SSP2 SUSP2,Homo sapiens (Human),1050
P07598,P07598,reviewed,PHFL_NITV2,Periplasmic [Fe] hydrogenase large subunit (EC 1.12.7.2) (Fe hydrogenlyase),hydA DVU_1769,Nitratidesulfovibrio vulgaris (strain ATCC 29579 / DSM 644 / CCUG 34227 / NCIMB 8303 / VKM B-1760 / Hildenborough) (Desulfovibrio vulgaris),421
Q4L5E3,Q4L5E3,reviewed,SYFA_STAHJ,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),pheS SH1823,Staphylococcus haemolyticus (strain JCSC1435),352
P00334,P00334,reviewed,ADH_DROME,Alcohol dehydrogenase (EC 1.1.1.1),Adh CG3481,Drosophila melanogaster (Fruit fly),256
P01731,P01731,reviewed,CD8A_MOUSE,T-cell surface glycoprotein CD8 alpha chain (T-cell surface glycoprotein Lyt-2) (CD antigen CD8a),Cd8a Lyt-2 Lyt2,Mus musculus (Mouse),247
P46669,P46669,reviewed,RPA43_YEAST,DNA-directed RNA polymerase I subunit RPA43 (A43) (DNA-directed DNA-dependent RNA polymerase 36 kDa polypeptide),RPA43 RRN12 YOR340C O6271,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),326
P39890,P39890,reviewed,TCMI_STRGA,Tetracenomycin F2 cyclase (EC 4.2.1.154) (Tetracenomycin polyketide synthesis protein TcmI),tcmI,Streptomyces glaucescens,109
P15202,P15202,reviewed,CATA_YEAST,Peroxisomal catalase A (EC 1.11.1.6),CTA1 YDR256C YD9320A.06C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),515
P06533,P06533,reviewed,SINR_BACSU,HTH-type transcriptional regulator SinR,sinR flaD sin BSU24610,Bacillus subtilis (strain 168),111
P81238,P81238,reviewed,SHP_CERS4,Cytochrome c-type protein SHP (Oxygen-binding heme protein) (Sphaeroides heme protein),shp RHOS4_06040 RSP_2021,Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.) (Rhodobacter sphaeroides),129
P80371,P80371,reviewed,RS2_THET8,Small ribosomal subunit protein uS2 (30S ribosomal protein S2),rpsB rps2 TTHA0861,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),256
O04147,O04147,reviewed,CPD_ARATH,Cyclic phosphodiesterase (CPDase) (EC 3.1.4.37),At4g18930 F13C5.100 F13C5_100,Arabidopsis thaliana (Mouse-ear cress),181
KCC2A_HUMAN,Q9UQM7,reviewed,KCC2A_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit alpha (CaM kinase II subunit alpha) (CaMK-II subunit alpha) (EC 2.7.11.17),CAMK2A CAMKA KIAA0968,Homo sapiens (Human),478
P29183,P29183,reviewed,LIPP_HORSE,Pancreatic triacylglycerol lipase (PL) (PTL) (Pancreatic lipase) (EC 3.1.1.3),PNLIP,Equus caballus (Horse),461
P60785,P60785,reviewed,LEPA_ECOLI,Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA),lepA b2569 JW2553,Escherichia coli (strain K12),599
P30074,P30074,reviewed,CHS2_MEDSA,Chalcone synthase 2 (EC 2.3.1.74) (Naringenin-chalcone synthase 2),CHS2,Medicago sativa (Alfalfa),389
O34533,O34533,reviewed,YTCD_BACSU,Uncharacterized HTH-type transcriptional regulator YtcD,ytcD BSU29030,Bacillus subtilis (strain 168),126
P13579,P13579,reviewed,GLB4_LUMTE,Extracellular globin-4 (Erythrocruorin) (Globin A) (Globin IV),,Lumbricus terrestris (Common earthworm),151
Q6SLM1,Q6SLM1,reviewed,PA2B5_BUNCE,Basic phospholipase A2 2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),,Bungarus caeruleus (Indian krait),137
P06616,P06616,reviewed,ERA_ECOLI,GTPase Era (ERA) (GTP-binding protein Era),era rbaA sdgE b2566 JW2550,Escherichia coli (strain K12),301
P31100,P31100,reviewed,PA2A7_DABSI,Acidic phospholipase A2 RV-7 (svPLA2) (EC 3.1.1.4) (F7) (Phosphatidylcholine 2-acylhydrolase) (Phospholipase A2 inhibitor) (S4) (Viperotoxin F) (Viperotoxin non-toxic acidic component),,Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis),138
O07247,P9WP16,reviewed,DCDB_MYCTO,"dCTP deaminase, dUMP-forming (EC 3.5.4.30) (Bifunctional dCTP deaminase:dUTPase) (DCD-DUT)",dcd MT0336,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),190
O07247,P9WP17,reviewed,DCDB_MYCTU,"dCTP deaminase, dUMP-forming (EC 3.5.4.30) (Bifunctional dCTP deaminase:dUTPase) (DCD-DUT)",dcd Rv0321 MTCY63.26,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),190
Q9VYX7,Q9VYX7,reviewed,PGPSA_DROME,Peptidoglycan-recognition protein SA (EC 3.4.17.13) (Protein semmelweis),PGRP-SA seml CG11709,Drosophila melanogaster (Fruit fly),203
P01825,P01825,reviewed,HV459_HUMAN,Immunoglobulin heavy variable 4-59 (Ig heavy chain V-II region NEWM),IGHV4-59,Homo sapiens (Human),116
NOTC1_HUMAN,P46531,reviewed,NOTC1_HUMAN,Neurogenic locus notch homolog protein 1 (Notch 1) (hN1) (Translocation-associated notch protein TAN-1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)],NOTCH1 TAN1,Homo sapiens (Human),2555
P42404,P42404,reviewed,PHI_BACSU,3-hexulose-6-phosphate isomerase (EC 5.3.1.27) (6-phospho-3-hexuloisomerase) (PHI),hxlB yckF BSU03450,Bacillus subtilis (strain 168),185
P0AGB6,P0AGB6,reviewed,RPOE_ECOLI,ECF RNA polymerase sigma-E factor (RNA polymerase sigma-E factor) (Sigma-24),rpoE sigE b2573 JW2557,Escherichia coli (strain K12),191
P52045,P52045,reviewed,SCPB_ECOLI,Methylmalonyl-CoA decarboxylase (MMCD) (EC 4.1.1.-) (Transcarboxylase),scpB mmcD ygfG b2919 JW2886,Escherichia coli (strain K12),261
P0C0H6,P0C0H6,reviewed,IMDH_STRPY,Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205),guaB impD,Streptococcus pyogenes,493
P77872,P77872,reviewed,CATA_HELPY,Catalase (EC 1.11.1.6),katA HP_0875,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),505
Q8EBZ9,Q8EBZ9,reviewed,Y3346_SHEON,UPF0301 protein SO_3346,SO_3346,Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1),187
Q7SID2,Q7SID2,reviewed,NHAA_PSETH,Cobalt-containing nitrile hydratase subunit alpha (L-NHase) (L-nitrilase) (EC 4.2.1.84),,Pseudonocardia thermophila,204
O35718,O35718,reviewed,SOCS3_MOUSE,Suppressor of cytokine signaling 3 (SOCS-3) (Cytokine-inducible SH2 protein 3) (CIS-3) (Protein EF-10),Socs3 Cis3 Cish3,Mus musculus (Mouse),225
P80357,P80357,reviewed,ASTA_PSEAE,Arginine N-succinyltransferase subunit alpha (ARUAI) (EC 2.3.1.109) (AOST) (AST),astA aruF PA0896,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),338
P08716,P08716,reviewed,HLYBP_ECOLX,Alpha-hemolysin translocation ATP-binding protein HlyB,hlyB,Escherichia coli,707
O66440,O66440,reviewed,AROD_AQUAE,3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1),aroD aq_021,Aquifex aeolicus (strain VF5),219
P97352,P97352,reviewed,S10AD_MOUSE,Protein S100-A13 (S100 calcium-binding protein A13),S100a13,Mus musculus (Mouse),98
P52848,P52848,reviewed,NDST1_HUMAN,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 (Glucosaminyl N-deacetylase/N-sulfotransferase 1) (NDST-1) (N-heparan sulfate sulfotransferase 1) (N-HSST 1) ([Heparan sulfate]-glucosamine N-sulfotransferase 1) (HSNST 1) [Includes: Heparan sulfate N-deacetylase 1 (EC 3.5.1.-); Heparan sulfate N-sulfotransferase 1 (EC 2.8.2.8)],NDST1 HSST HSST1,Homo sapiens (Human),882
P02592,P02592,reviewed,AEQ2_AEQVI,Aequorin-2,,Aequorea victoria (Water jellyfish) (Mesonema victoria),196
P00803,P00803,reviewed,LEP_ECOLI,Signal peptidase I (SPase I) (EC 3.4.21.89) (Leader peptidase I),lepB b2568 JW2552,Escherichia coli (strain K12),324
O93734,O93734,unreviewed,O93734_9EURY,F420-dependent alcohol dehydrogenase,adf,Methanoculleus thermophilus,330
P51687,P51687,reviewed,SUOX_HUMAN,"Sulfite oxidase, mitochondrial (EC 1.8.3.1)",SUOX,Homo sapiens (Human),545
CD3E_HUMAN,P07766,reviewed,CD3E_HUMAN,T-cell surface glycoprotein CD3 epsilon chain (T-cell surface antigen T3/Leu-4 epsilon chain) (CD antigen CD3e),CD3E T3E,Homo sapiens (Human),207
Q9Y2J2,Q9Y2J2,reviewed,E41L3_HUMAN,"Band 4.1-like protein 3 (4.1B) (Differentially expressed in adenocarcinoma of the lung protein 1) (DAL-1) (Erythrocyte membrane protein band 4.1-like 3) [Cleaved into: Band 4.1-like protein 3, N-terminally processed]",EPB41L3 DAL1 KIAA0987,Homo sapiens (Human),1087
P74750,P74750,reviewed,DPO3A_SYNY3,DNA polymerase III subunit alpha (EC 2.7.7.7) [Cleaved into: Ssp dnaE intein],dnaE-N slr0603; dnaE-C sll1572,Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa),1355
Q7SZI7,Q7SZI7,reviewed,RET3_XENLA,Retinol-binding protein 3 (Interphotoreceptor retinoid-binding protein) (IRBP) (xIRBP) (Interstitial retinol-binding protein),rbp3,Xenopus laevis (African clawed frog),1219
P25052,P25052,reviewed,TENA_BACSU,Aminopyrimidine aminohydrolase (EC 3.5.99.2) (4-amino-5-aminomethyl-2-methylpyrimidine hydrolase) (Thiaminase II),tenA BSU11650,Bacillus subtilis (strain 168),236
P14527,P14527,reviewed,HBA4_ONCMY,Hemoglobin subunit alpha-4 (Alpha-4-globin) (Hemoglobin alpha-4 chain),hba4,Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri),142
P10586,P10586,reviewed,PTPRF_HUMAN,Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR),PTPRF LAR,Homo sapiens (Human),1907
Q43077,Q43077,reviewed,AMO_PEA,Primary amine oxidase (EC 1.4.3.21) (Amine oxidase [copper-containing]),,Pisum sativum (Garden pea) (Lathyrus oleraceus),674
O43159,O43159,reviewed,RRP8_HUMAN,Ribosomal RNA-processing protein 8 (EC 2.1.1.-) (Cerebral protein 1) (Nucleomethylin),RRP8 KIAA0409 NML hucep-1,Homo sapiens (Human),456
P24941,P24941,reviewed,CDK2_HUMAN,Cyclin-dependent kinase 2 (EC 2.7.11.22) (Cell division protein kinase 2) (p33 protein kinase),CDK2 CDKN2,Homo sapiens (Human),298
P84751,P84751,reviewed,HVM63_MOUSE,Ig heavy chain Mem5,,Mus musculus (Mouse),237
P05100,P05100,reviewed,3MG1_ECOLI,"DNA-3-methyladenine glycosylase 1 (EC 3.2.2.20) (3-methyladenine-DNA glycosylase I, constitutive) (TAG I) (DNA-3-methyladenine glycosidase I) (DNA-3-methyladenine glycosylase I)",tag b3549 JW3518,Escherichia coli (strain K12),187
Q60049,Q60049,reviewed,NOX_THET8,NADH dehydrogenase (EC 7.1.1.2) (H(2)O(2)-forming NADH oxidase) (NADH:oxygen oxidoreductase),nox TTHA0425,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),205
Q96LJ7,Q96LJ7,reviewed,DHRS1_HUMAN,Dehydrogenase/reductase SDR family member 1 (EC 1.1.1.-) (Short chain dehydrogenase/reductase family 19C member 1) (Protein SDR19C1),DHRS1 SDR19C1,Homo sapiens (Human),313
P46427,P46427,reviewed,GSTP_ONCVO,Glutathione S-transferase 2 (EC 2.5.1.18) (GST class-pi),GST2,Onchocerca volvulus,208
Q8T6Z0,Q8T6Z0,reviewed,OBL_OBEGE,Obelin (OBL),,Obelia geniculata (Knotted thread hydroid),195
Q08506,Q08506,reviewed,ACCO1_PETHY,1-aminocyclopropane-1-carboxylate oxidase 1 (ACC oxidase 1) (ACCO) (EC 1.14.17.4) (Ethylene-forming enzyme) (EFE),ACO1,Petunia hybrida (Petunia),319
P54378,P54378,reviewed,GCST_BACSU,Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein),gcvT yqhI BSU24570,Bacillus subtilis (strain 168),362
P22892,P22892,reviewed,AP1G1_MOUSE,AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (Gamma-adaptin) (Gamma1-adaptin) (Golgi adaptor HA1/AP1 adaptin subunit gamma-1),Ap1g1 Adtg Clapg1,Mus musculus (Mouse),822
Q53554,Q53554,reviewed,CISY_PYRFU,Citrate synthase (EC 2.3.3.16),gltA PF0203,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),377
P00484,P00484,reviewed,CAT3_ECOLX,Chloramphenicol acetyltransferase 3 (EC 2.3.1.28) (Chloramphenicol acetyltransferase III) (CAT-III),cat3,Escherichia coli,213
P06148,P06148,reviewed,HBF1_URECA,Hemoglobin F-I,,Urechis caupo (Innkeeper worm) (Spoonworm),142
P23901,P23901,reviewed,ALDR_HORVU,Aldose reductase (AR) (EC 1.1.1.21) (Aldehyde reductase),,Hordeum vulgare (Barley),320
Q6NVY1,Q6NVY1,reviewed,HIBCH_HUMAN,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (HIB-CoA hydrolase) (HIBYL-CoA-H)",HIBCH,Homo sapiens (Human),386
Q45515,Q45515,reviewed,HYDA_GEOSE,D-hydantoinase (EC 3.5.2.-),,Geobacillus stearothermophilus (Bacillus stearothermophilus),471
Q50EL0,Q50EL0,reviewed,DMAW_ASPFU,Tryptophan dimethylallyltransferase (EC 2.5.1.34) (4-dimethylallyltryptophan synthase) (All-trans-hexaprenyl-diphosphate synthase) (L-tryptophan dimethylallyl transferase) (DMATS),dmaW fgaPT2 AFUA_2G18040,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata),459
P45574,P45574,reviewed,DSVA_NITV2,"Sulfite reductase, dissimilatory-type subunit alpha (Desulfoviridin subunit alpha) (Dissimilatory sulfite reductase subunit alpha) (dSiR alpha) (Hydrogensulfite reductase subunit alpha)",dsvA dsrA DVU_0402,Nitratidesulfovibrio vulgaris (strain ATCC 29579 / DSM 644 / CCUG 34227 / NCIMB 8303 / VKM B-1760 / Hildenborough) (Desulfovibrio vulgaris),437
O29998,O29998,reviewed,Y241_ARCFU,S-adenosyl-L-methionine-binding protein AF_0241,AF_0241,Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16),139
O31511,O31511,reviewed,YESE_BACSU,Uncharacterized protein YesE,yesE yeeL BSU06870,Bacillus subtilis (strain 168),147
P17516,P17516,reviewed,AK1C4_HUMAN,Aldo-keto reductase family 1 member C4 (EC 1.1.1.-) (EC 1.1.1.209) (EC 1.1.1.210) (EC 1.1.1.51) (EC 1.1.1.53) (EC 1.1.1.62) (3-alpha-hydroxysteroid dehydrogenase type I) (3-alpha-HSD1) (EC 1.1.1.357) (3alpha-hydroxysteroid 3-dehydrogenase) (Chlordecone reductase) (CDR) (EC 1.1.1.225) (Dihydrodiol dehydrogenase 4) (DD-4) (DD4) (HAKRA),AKR1C4 CHDR,Homo sapiens (Human),323
Q746J6,Q746J6,unreviewed,Q746J6_THET2,Cytochrome P450,TT_P0059,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),389
Q9JWM8,Q9JWM8,reviewed,MSRAB_NEIMA,Peptide methionine sulfoxide reductase MsrA/MsrB [Includes: Thioredoxin; Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase); Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12) (Peptide-methionine (R)-S-oxide reductase)],msrAB pilB NMA0290,Neisseria meningitidis serogroup A / serotype 4A (strain DSM 15465 / Z2491),522
P0A0A5,P0A0A5,reviewed,FEMA_STAAU,Aminoacyltransferase FemA (EC 2.3.2.17) (Factor essential for expression of methicillin resistance A) (N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-(N6-glycyl)-D-alanyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine:glycine glycyltransferase),femA,Staphylococcus aureus,420
O09114,O09114,reviewed,PTGDS_MOUSE,Prostaglandin-H2 D-isomerase (EC 5.3.99.2) (Glutathione-independent PGD synthase) (Lipocalin-type prostaglandin-D synthase) (Prostaglandin-D2 synthase) (L-PGDS) (PGD2 synthase) (PGDS2),Ptgds,Mus musculus (Mouse),189
Q9V3D4,Q9V3D4,reviewed,IDGF2_DROME,Chitinase-like protein Idgf2 (Imaginal disk growth factor protein 2),Idgf2 CG4475,Drosophila melanogaster (Fruit fly),440
Q05506,Q05506,reviewed,SYRC_YEAST,"Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)",YDR341C D9651.10,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),607
P68135,P68135,reviewed,ACTS_RABIT,"Actin, alpha skeletal muscle (EC 3.6.4.-) (Alpha-actin-1) [Cleaved into: Actin, alpha skeletal muscle, intermediate form]",ACTA1 ACTA,Oryctolagus cuniculus (Rabbit),377
P08500,P0CY48,reviewed,UCRI_RHOCA,Ubiquinol-cytochrome c reductase iron-sulfur subunit (EC 7.1.1.8) (Rieske iron-sulfur protein) (RISP),petA fbcF,Rhodobacter capsulatus (Rhodopseudomonas capsulata),191
P08500,D5ANZ2,reviewed,UCRI_RHOCB,Ubiquinol-cytochrome c reductase iron-sulfur subunit (EC 7.1.1.8) (Rieske iron-sulfur protein) (RISP),petA fbcF RCAP_rcc02768,Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003),191
Q44185,Q44185,reviewed,DCAS_RHIRD,N-carbamoyl-D-amino acid hydrolase (EC 3.5.1.77) (D-N-alpha-carbamilase),,Rhizobium radiobacter (Agrobacterium tumefaciens) (Agrobacterium radiobacter),304
P54050,P54050,reviewed,RL1_METJA,Large ribosomal subunit protein uL1 (50S ribosomal protein L1),rpl1 MJ0510,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),219
P13599,P13599,reviewed,FCGRN_RAT,IgG receptor FcRn large subunit p51 (FcRn) (IgG Fc fragment receptor transporter alpha chain) (Neonatal Fc receptor),Fcgrt Fcrn,Rattus norvegicus (Rat),366
BTK_HUMAN,Q06187,reviewed,BTK_HUMAN,Tyrosine-protein kinase BTK (EC 2.7.10.2) (Agammaglobulinemia tyrosine kinase) (ATK) (B-cell progenitor kinase) (BPK) (Bruton tyrosine kinase),BTK AGMX1 ATK BPK,Homo sapiens (Human),659
O07621,O07621,reviewed,HEMAT_BACSU,Heme-based aerotactic transducer HemAT,hemAT yhfV BSU10380,Bacillus subtilis (strain 168),432
Q42831,Q42831,reviewed,HBL_HORVU,Anaerobic nitrite reductase GLB1 (EC 1.7.2.-) (HORvu GLB1) (Non-legume hemoglobin) (Non-symbiotic hemoglobin),HB GLB1,Hordeum vulgare (Barley),162
P39315,P39315,reviewed,QOR2_ECOLI,Quinone oxidoreductase 2 (EC 1.6.5.2),qorB qor2 ytfG b4211 JW4169,Escherichia coli (strain K12),286
HXK2_HUMAN,P52789,reviewed,HXK2_HUMAN,Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II) (Hexokinase-B) (Muscle form hexokinase),HK2,Homo sapiens (Human),917
P05979,P05979,reviewed,PGH1_SHEEP,Prostaglandin G/H synthase 1 (EC 1.14.99.1) (Cyclooxygenase-1) (COX-1) (Prostaglandin H2 synthase 1) (PGH synthase 1) (PGHS-1) (PHS 1) (Prostaglandin-endoperoxide synthase 1),PTGS1 COX1,Ovis aries (Sheep),600
P0A7I7,P0A7I7,reviewed,RIBA_ECOLI,GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II),ribA b1277 JW1269,Escherichia coli (strain K12),196
Q04631,Q04631,reviewed,FNTA_RAT,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha (EC 2.5.1.58) (EC 2.5.1.59) (CAAX farnesyltransferase subunit alpha) (FTase-alpha) (Ras proteins prenyltransferase subunit alpha) (Type I protein geranyl-geranyltransferase subunit alpha) (GGTase-I-alpha),Fnta,Rattus norvegicus (Rat),377
P51659,P51659,reviewed,DHB4_HUMAN,"Peroxisomal multifunctional enzyme type 2 (MFE-2) (17-beta-hydroxysteroid dehydrogenase 4) (17-beta-HSD 4) (D-bifunctional protein) (DBP) (Multifunctional protein 2) (MFP-2) (Short chain dehydrogenase/reductase family 8C member 1) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12); Enoyl-CoA hydratase 2 (EC 4.2.1.107) (EC 4.2.1.119) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase)]",HSD17B4 EDH17B4 SDR8C1,Homo sapiens (Human),736
MTG8_HUMAN,Q06455,reviewed,MTG8_HUMAN,Protein CBFA2T1 (Cyclin-D-related protein) (Eight twenty one protein) (Protein ETO) (Protein MTG8) (Zinc finger MYND domain-containing protein 2),RUNX1T1 AML1T1 CBFA2T1 CDR ETO MTG8 ZMYND2,Homo sapiens (Human),604
P0A8V6,P0A8V6,reviewed,FADR_ECOLI,Fatty acid metabolism regulator protein,fadR oleR thdB b1187 JW1176,Escherichia coli (strain K12),239
INSR_HUMAN,P06213,reviewed,INSR_HUMAN,Insulin receptor (IR) (EC 2.7.10.1) (CD antigen CD220) [Cleaved into: Insulin receptor subunit alpha; Insulin receptor subunit beta],INSR,Homo sapiens (Human),1382
P58154,P58154,reviewed,ACHP_LYMST,Acetylcholine-binding protein (ACh-binding protein) (AchBP),,Lymnaea stagnalis (Great pond snail) (Helix stagnalis),229
P32754,P32754,reviewed,HPPD_HUMAN,4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27) (4-hydroxyphenylpyruvic acid oxidase) (4HPPD) (HPD) (HPPDase),HPD PPD,Homo sapiens (Human),393
P53999,P53999,reviewed,TCP4_HUMAN,Activated RNA polymerase II transcriptional coactivator p15 (Positive cofactor 4) (PC4) (SUB1 homolog) (p14),SUB1 PC4 RPO2TC1,Homo sapiens (Human),127
Q27797,Q27797,reviewed,LDH_TOXGO,L-lactate dehydrogenase (LDH) (EC 1.1.1.27),,Toxoplasma gondii,326
ANXA1_HUMAN,P04083,reviewed,ANXA1_HUMAN,Annexin A1 (Annexin I) (Annexin-1) (Calpactin II) (Calpactin-2) (Chromobindin-9) (Lipocortin I) (Phospholipase A2 inhibitory protein) (p35) [Cleaved into: Annexin Ac2-26],ANXA1 ANX1 LPC1,Homo sapiens (Human),346
P28298,P28298,reviewed,ACEA_EMENI,Isocitrate lyase (ICL) (Isocitrase) (Isocitratase) (EC 4.1.3.1) (Methylisocitrate lyase) (MICA) (EC 4.1.3.30) (Threo-D(S)-isocitrate glyoxylate-lyase),acuD AN5634,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),538
